,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
46,Things That Dreams Are Made Of - Instrumental / Remix / Remaster 2002,Dare!/Love And Dancing,The Human League,1981,308853,13,0.969,0.0814,0.969,0.414,0.152,0.187,-6.59,0.126,125.221,4
47,Share The Night - Breakdown Mix,Share The Night,World Premiere,1983,424093,8,0.857,0.000918,0.857,0.262,0.839,0.133,-20.983,0.118,108.467,4
48,"Ma Foom Bey - Love Chant Club 12"" Mix",Sources - The Easy Street Anthology Compiled by Bill Brewster,Bill Brewster,1983,330106,11,0.807,0.000291,0.807,0.521,0.128,0.0418,-9.498,0.0831,116.684,4
49,Thousand Finger Man,Influences Ep: Compiled By Dj Marky,DJ Marky,1979,462066,0,0.806,0.0245,0.806,0.937,0.834,0.101,-6.933,0.0466,121.93,4
50,Love Is the Message (feat. The Three Degrees) - Love Groove Bonus,Deep Grooves,MFSB,1999-04-06,313906,41,0.795,0.0443,0.795,0.821,0.742,0.16,-8.183,0.118,116.355,4
51,Just As Long As I Got You - Disco Re-Edit By Dimitri From Paris,Salsoul (The Original Disco Mixes),Various Artists,2014-12-29,469813,0,0.602,0.000973,0.602,0.84,0.335,0.178,-8.682,0.0714,124.201,4
52,Rude Movements,Raw Movements | Rude Movements,SunPalace,2016-11-18,471146,0,0.64,0.433,0.64,0.766,0.811,0.0558,-10.205,0.0413,107.949,4
53,Rapper Dapper Snapper,Salsoul Top 100,Various Artists,2014-12-29,399533,0,0.829,0.00864,0.829,0.617,0.367,0.0657,-7.711,0.12,103.223,4
54,Glad To Know You,Best Of,Chaz Jankel,2007-10-15,393000,0,0.766,0.00344,0.766,0.787,0.865,0.0832,-7.955,0.0478,116.815,4
55,Welcome Aboard,Unlimited,Barry White,2009-01-01,386173,0,0.968,0.0287,0.968,0.552,0.784,0.0652,-10.516,0.0545,119.368,4
56,The World Is a Ghetto,"The Music Band, Vol.1 & 2",War,2011,828560,0,0.676,0.437,0.676,0.862,0.885,0.093,-6.419,0.0612,119.523,4
57,"Bounce, Rock, Skate, Roll (A Special Remixed Disco Version)","Bounce, Rock, Skate, Roll",Vaughan Mason,1984,383574,7,0.796,0.0431,0.796,0.431,0.00311,0.0429,-11.404,0.15,115.709,4
58,You Stepped Into My Life,Disco Super Hits,Various Artists,1972,304733,28,0.724,0.0226,0.724,0.725,0.0336,0.0445,-11.93,0.0395,106.156,4
59,"The Dominatrix Sleeps Tonight - 12"" Dominant Mix",Sources - The Streetwise Records Anthology Compiled by Bill Brewster,Bill Brewster,2015-11-20,286366,0,0.838,0.0498,0.838,0.565,0.815,0.0607,-9.487,0.081,113.196,4
60,You Can't Have Your Cake and Eat It Too - Vocal,You Cant Have Your Cake and Eat It Too,B.T. (Brenda Taylor),2011,363320,0,0.779,0.559,0.779,0.652,8.5e-05,0.0691,-7.017,0.0928,111.341,4
61,No UFO's (Inst),No UFO's,Model 500,2006-01-01,416658,0,0.792,8.61e-05,0.792,0.812,0.478,0.123,-15.056,0.097,124.998,4
62,Where's Jason's K,Where's Jason's K,Syclops,2008-01-15,413866,0,0.792,0.0147,0.792,0.464,0.666,0.0695,-11.741,0.074,126.993,4
63,A Mellow Mood,We Got the Rhythm,People's Choice,1976,302973,15,0.585,0.324,0.585,0.53,0.774,0.593,-8.686,0.0311,101.452,4
64,Get Up Whirlpool - Eric Duncan Edit,Beats In Space 15th Anniversary mix by Tim Sweeney,Various Artists,2014-11-10,480688,0,0.752,0.157,0.752,0.925,0.278,0.106,-6.785,0.0324,91.84,4
65,Moments In Love,Who's Afraid of the Art of Noise (DeLuxe),The Art Of Noise,2011-09-05,617360,0,0.676,0.441,0.676,0.4,0.135,0.176,-8.491,0.0716,138.09,4
66,Can You Feel It?,80s House Classics,Various Artists,2009-07-06,330120,0,0.67,0.0437,0.67,0.712,0.285,0.361,-9.959,0.14,118.526,4
67,Voodoo Ray - HAC09 Manray Edit,The Haçienda - Acid House Classics,Various Artists,2009-11-02,449160,0,0.648,0.00866,0.648,0.725,0.473,0.0706,-11.792,0.0518,119.364,4
68,I Can't Go for That (No Can Do),Hall & Oates,Daryl Hall & John Oates,2006-05-15,307653,30,0.876,0.0357,0.876,0.458,2.68e-05,0.0704,-8.497,0.0397,110.678,4
69,Moon Boots,Body to Body Boogie,Orlando Riva Sound,2013-01-22,572337,0,0.72,0.0159,0.72,0.502,0.513,0.0329,-14.791,0.0469,121.597,4
70,Magic Dance - Remastered,Die zwei Gesichter,Su Kramer,2011-12-02,259306,12,0.667,0.00274,0.667,0.72,0.266,0.256,-11.04,0.142,192.865,4
71,Astronut Communications,Télé80 - Super Souris,Guy Buffet,2012-09-24,175933,0,0.694,0.841,0.694,0.912,0.932,0.339,-7.746,0.0392,105.139,4
72,My Spine Is The Bassline,Disco Not Disco Digital Edition,Various Artists,1981,241693,0,0.582,0.281,0.582,0.875,0.269,0.0943,-10.601,0.0454,112.564,4
73,Space Operator - Vocal Mix,Space Operator,4 M International,1982,265042,11,0.838,0.234,0.838,0.553,0.00236,0.157,-10.736,0.045,102.938,4
74,Witness the Change,Homosapien,Pete Shelley,1981,290480,16,0.674,0.0131,0.674,0.857,0.0285,0.0393,-8.246,0.0728,106.952,4
75,Set It Up,This Is Rong Music Disc 1,Various Artists,2006-03-14,356706,5,0.764,0.0557,0.764,0.671,0.757,0.0662,-7.14,0.0606,107.302,4
76,Disco Drum,Afro Gold,Various Artists,2010,183301,0,0.758,0.0348,0.758,0.262,0.849,0.0967,-18.792,0.181,97.658,4
77,Let's Get Brutal - Brutal House,Let's Get Brutal,Nitro Deluxe,1986-10-24,431760,31,0.805,2.9e-05,0.805,0.507,0.871,0.0496,-15.971,0.109,114.736,4
78,Africa,Toto IV,TOTO,1982-04-08,295893,83,0.671,0.257,0.671,0.373,8.01e-05,0.0481,-18.064,0.0323,92.718,4
79,Every 1's a Winner,The Very Best of Hot Chocolate,Hot Chocolate,1987-02-09,244480,44,0.721,0.141,0.721,0.604,0.0134,0.126,-6.81,0.0298,107.943,4
80,Grange Hill,Ultimate TV Theme Tunes,TV Themes,2002-06-01,81840,14,0.709,0.127,0.709,0.385,0.966,0.0373,-15.424,0.0321,92.307,4
81,Dancin' Machine,Palace Palace,Who's Who,2011-07-25,348805,0,0.734,0.0857,0.734,0.437,0.0964,0.0544,-16.077,0.0407,96.192,4
82,Let 'Em In - Remastered 2014,Wings At The Speed Of Sound (Archive Collection),Wings,1976-03-25,311880,54,0.761,0.491,0.761,0.482,0.31,0.0864,-11.849,0.0572,88.054,4
83,Here Comes The Sun - Remastered,The Beatles 1967 - 1970 (Remastered),The Beatles,1973-04-02,187373,0,0.557,0.0362,0.557,0.519,0.00126,0.105,-11.164,0.0357,129.157,4
84,"I'm A Wonderful Thing, Baby - Original 12""","12"" 80s Classics",Various Artists,2010-06-28,370800,17,0.767,0.00856,0.767,0.686,0.208,0.316,-11.13,0.045,102.87,4
85,Stop (Orig. Mix) - Original Mix,The Cyber Album,Casco,2006-11-14,393746,0,0.656,0.00714,0.656,0.905,0.664,0.0832,-10.136,0.0443,107.39,4
86,Monkey Star,Arpadys,Arpadys,2007-11-12,397906,12,0.639,0.0328,0.639,0.922,0.436,0.397,-7.866,0.0665,126.456,4
87,Walk the Night,"Disco Music History, Vol. 3",Various Artists,2012-07-17,322453,0,0.717,0.000846,0.717,0.633,0.183,0.107,-10.811,0.0544,114.614,4
88,Check My Machine [edit] - 2011 Remaster,McCartney II (Special Edition),Paul McCartney,1980-05-16,350746,0,0.663,0.272,0.663,0.711,0.0102,0.566,-8.435,0.0322,81.72,4
89,Open up the Sky - Soulwax Remix,Open up the Sky (Soulwax Remix),Shock Machine,2016-12-23,548720,0,0.604,0.0262,0.604,0.891,0.616,0.0501,-3.727,0.0772,170.037,4
90,Too Much Time,PKD,Bunnydrums,2011-08-23,378853,5,0.683,0.000939,0.683,0.245,0.0211,0.0881,-13.676,0.0317,88.234,4
91,My Big Hands (Fall Through the Cracks),"The Complete Score From ""The Catherine Wheel""",David Byrne,1981-12-09,165440,15,0.723,0.203,0.723,0.416,0.0638,0.333,-17.226,0.113,87.233,4
92,Lamuka,Noir Et Blanc,Zazou Bikaye,1983,323346,0,0.692,0.0815,0.692,0.744,0.00306,0.0561,-7.307,0.0467,169.758,4
93,Baby Let Me Kiss You,Groove Me,Fern Kinney,1979-03-15,498266,42,0.794,0.0329,0.794,0.387,0.0153,0.1,-15.471,0.0462,165.725,4
94,Disco Mystic,The Bells,Lou Reed,1979-04-01,269386,17,0.473,0.0733,0.473,0.784,0.348,0.0969,-5.958,0.0449,86.563,4
95,Airport Of Love,Computer Incarnations For World Peace III,Various Artists,2015-11-27,305900,12,0.787,0.147,0.787,0.611,0.158,0.0993,-7.429,0.0697,169.992,4
96,Hafi Deo,Mangase / Hafi Deo,Shaluza Max,2014-08-04,570275,41,0.75,0.232,0.75,0.763,0.00513,0.302,-6.454,0.0538,123.452,4
97,Only You,"Doing It in Lagos: Boogie, Pop & Disco in 1980's Nigeria",Various Artists,2016-12-09,381040,2,0.786,0.0552,0.786,0.921,0.00181,0.0629,-6.842,0.101,118.373,4
98,Who Needs Enemies? (with A Friend Like You) - Original Club Mix,Heavy Vibes,Montana Sextet,2011-03-11,476546,28,0.918,0.125,0.918,0.674,0.00313,0.222,-8.76,0.0674,116.426,4
99,Deadly Valentine (Soulwax Remix),Deadly Valentine (Soulwax Remix),Charlotte Gainsbourg,2017-11-10,475057,46,0.799,0.0422,0.799,0.858,0.783,0.0625,-5.977,0.0588,104.976,4
100,Look up in the Sky (Négro Nature),Ravissante Baby (Negro Phasing),Francis The Great,2015-02-06,769637,0,0.6,0.606,0.6,0.852,0.204,0.238,-9.851,0.0482,107.096,4
101,God's Greatest Gift to Man Is Woman,Best of Patrick Adams,Patrick Adams,2012-11-01,311360,10,0.838,0.0455,0.838,0.515,0.0248,0.0716,-10.645,0.0305,102.971,4
102,Regiment - 2006 Digital Remaster,My Life In The Bush Of Ghosts,Brian Eno,1981-02-01,251373,0,0.612,0.111,0.612,0.754,0.566,0.234,-8.894,0.0381,95.189,4
103,"Why - 12"" Version",Soup for One (Original Motion Picture Soundtrack),Various Artists,1982-01-01,493989,43,0.676,0.00576,0.676,0.861,0.00916,0.02,-8.991,0.0537,92.361,4
104,"Ba Ba Go, Go","Ba Ba Go, Go",Topo,1983-05-11,280102,30,0.78,0.132,0.78,0.851,0.338,0.0285,-8.328,0.0543,99.343,4
105,Don't You Know,Melodies,Jan Hammer Group,1977-10-17,180077,45,0.656,0.0688,0.656,0.792,0.654,0.091,-7.121,0.0478,93.804,4
106,Planet Caravan,Paranoid (2009 Remastered Version),Black Sabbath,1970-09-18,269533,61,0.417,0.926,0.417,0.0889,0.897,0.083,-24.661,0.036,88.25,4
107,Comanchero,100 titres Italie,Various Artists,2011-09-05,237773,0,0.603,0.576,0.603,0.742,3.18e-05,0.0531,-7.388,0.0734,192.52,4
108,You Make Me Feel (Mighty Real),Step II,Sylvester,1978,395573,0,0.643,0.0455,0.643,0.807,0.422,0.0493,-12.973,0.0319,131.567,4
109,You Should Be Dancing - Edit,Children Of The World,Bee Gees,1976-01-01,256493,0,0.677,0.0182,0.677,0.717,0.188,0.279,-10.896,0.033,123.007,4
110,Little Fluffy Clouds,Adventures Beyond The Ultraworld,The Orb,1991-04-02,267666,50,0.661,0.01,0.661,0.542,0.269,0.129,-18.465,0.0405,104.99,4
111,Jungle Boogie,Wild And Peaceful,Kool & The Gang,1973-09,186533,0,0.806,0.103,0.806,0.838,0.000171,0.315,-8.717,0.114,107.898,4
112,Advt. In Bricketwood - Original,Rong 003,Mudd,2004-06-01,344186,4,0.759,0.000843,0.759,0.552,0.809,0.0651,-17.775,0.0372,110.0,4
113,Don't Make Me Wait,Larry Levan's Classic West End Records Remixes Made Famous At The Legendary Paradise Garage,Various Artists,1999-01-01,502080,0,0.906,0.00225,0.906,0.533,0.0929,0.038,-6.858,0.0477,113.713,4
114,In Zaire,"Afro Gold, Vol. 1",Various Artists,2010-10-04,232231,0,0.748,0.0137,0.748,0.27,0.00226,0.0692,-25.698,0.135,101.843,4
115,Adventures in Success,"Electro Funky, Vol. 1",Various Artists,2012-07-24,515853,0,0.866,0.102,0.866,0.805,0.913,0.0994,-7.862,0.119,97.142,4
116,Do Your Dance,In Full Bloom,Rose Royce,1977,556360,26,0.713,0.0741,0.713,0.735,0.00386,0.0283,-11.74,0.0909,107.781,4
117,Computer World 2 - 2009 Remaster,Computer World (2009 Remaster),Kraftwerk,1981,204666,30,0.513,0.691,0.513,0.818,0.0581,0.332,-11.358,0.0965,129.075,4
118,Now That We've Found Love - Single Version,Reggae Greats,Third World,1985-01-01,236800,0,0.754,0.00968,0.754,0.479,0.0,0.167,-15.932,0.12,118.449,4
119,Don't Let Go,"The Original Masters, Vol. 2 (The Music History of the Disco)",Various Artists,2016-10-07,515162,0,0.616,0.0662,0.616,0.733,0.000356,0.117,-7.397,0.0532,114.206,4
120,Sangandongo,Niagara,Niagara,2010-06-25,1152760,12,0.532,0.019,0.532,0.696,0.875,0.122,-10.424,0.107,105.108,4
121,House Nation - Original Mix,House Nation,The Housemaster Boyz,2003,492186,30,0.882,0.547,0.882,0.739,0.0198,0.247,-12.737,0.0757,123.715,4
122,Elle Et Moi,The Sound Of Belgium,Various Artists,2013-10-07,251679,39,0.82,0.0508,0.82,0.663,0.0604,0.374,-9.726,0.0518,103.417,4
123,Get It Up For Love,Hard Candy,Ned Doheny,1976-12-02,281733,46,0.678,0.32,0.678,0.622,9.46e-05,0.0251,-10.824,0.0828,81.718,4
124,Magic Man,Dreamboat Annie,Heart,1975,328360,61,0.435,0.159,0.435,0.444,0.000705,0.457,-12.816,0.0336,103.818,4
125,Do It to the Max,Optimo : The Underground Sound of Glasgow (Mixed By Jd Twitch),Various Artists,2013-05-13,386867,21,0.82,0.00614,0.82,0.364,0.809,0.152,-8.912,0.0438,98.009,4
126,Underwater Original Version 1979,"Underwater from the Album: (American Express) Included in the Game: ""Grand Theft Auto""",Harry Thumann,1979-01-01,365360,31,0.611,0.00291,0.611,0.857,0.911,0.0715,-10.03,0.0536,130.456,4
127,Young Americans - 2007 Remaster,Young Americans (2007 Remaster),David Bowie,1975-03-07,316440,0,0.469,0.0568,0.469,0.866,0.0,0.058,-7.788,0.0766,169.209,4
128,Secret in the Dark,Secret in the Dark,Monika,2015-10-02,234184,0,0.705,0.0144,0.705,0.688,0.207,0.138,-7.542,0.0383,110.864,4
129,Sharevari - Instrumental,Disco Not Disco,Various Artists,2008-01-14,377520,20,0.772,0.0113,0.772,0.608,0.291,0.0888,-8.007,0.0707,127.47,4
130,Fifty Four,"The Platinum Collections of Disco Hustle, Vol. 2",Various Artists,2018-06-27,398358,0,0.731,0.127,0.731,0.823,0.873,0.117,-6.363,0.0384,111.163,4
131,Summer Night in Harlem,Secret Mixes Fixes Vol. 14,The Fantasy,2012-09-19,376482,20,0.826,0.025,0.826,0.437,2.39e-05,0.143,-12.266,0.064,124.011,4
132,People,Silence In The Secret Garden,Moodymann,2003-02-06,261333,27,0.96,0.00026,0.96,0.59,0.487,0.111,-8.441,0.084,115.99,4
133,Victime De La Société,Looking For St Tropez,Telex,1979,233533,0,0.688,0.364,0.688,0.648,9.18e-05,0.273,-14.329,0.0986,102.989,4
134,Change (Makes You Want To Hustle),Places And Spaces,Donald Byrd,1975,308426,31,0.699,0.0771,0.699,0.816,0.276,0.369,-8.743,0.0673,105.578,4
135,Plug in,"Dramatic Funk Themes, Vol. 3",Various Artists,2013-01-01,172386,4,0.686,0.45,0.686,0.701,0.82,0.0998,-11.979,0.0331,98.052,4
136,Hit On You - Extended Version,Hit On You,Roundtree,2012-01-31,331906,12,0.787,0.387,0.787,0.939,0.0328,0.12,-4.492,0.0604,117.284,4
137,Real Love - The Paradise Garage Mix,Real Love,Man Friday,2007-05-15,486440,0,0.828,0.146,0.828,0.43,0.245,0.142,-8.154,0.0362,117.922,4
138,Man For My Lady - Re-Edit,Man For My Lady,Sabata,2007-01-01,281440,1,0.825,0.0406,0.825,0.877,0.942,0.25,-10.953,0.0598,119.381,4
139,All Over Your Face,Constantly,Ronnie Dyson,2007-07-01,366026,11,0.844,0.158,0.844,0.513,0.000157,0.0723,-11.871,0.0881,117.912,4
140,Running Up That Hill (A Deal With God),Hounds Of Love,Kate Bush,1985,298933,66,0.629,0.72,0.629,0.547,0.00314,0.0604,-13.123,0.055,108.375,4
141,NaNa? NoNo. NeNe!,Drumming Birds (East Side),Bob Moses,2008-08-01,407733,0,0.837,0.0296,0.837,0.585,0.913,0.104,-16.154,0.0785,82.08,4
142,Capisco - 2001 Remaster,Kyrie Vol. 1,Mina,1980-11-27,366160,14,0.638,0.0144,0.638,0.863,0.00934,0.339,-7.925,0.0562,95.384,4
143,"Germany Calling - 7"" Original Version",Germany Calling - The Very Best Of,Tone Band,2008-11-04,203253,8,0.53,0.126,0.53,0.858,0.231,0.274,-8.165,0.0939,200.833,4
144,Caoutchouc,Belgica,Various Artists,2016-02-26,272946,0,0.772,0.0829,0.772,0.917,0.903,0.0584,-4.821,0.0334,114.984,4
145,"Dance, Dance, Dance (Disco Version)","Dance, Dance, Dance",Marta Acuna,1977-03-15,375973,37,0.581,0.0386,0.581,0.519,0.00482,0.165,-11.893,0.0746,111.397,4
146,Fifty Dollar Bills,Fifty Dollar Bills,Sworn Virgins,2018-07-20,430440,38,0.788,0.104,0.788,0.871,0.851,0.152,-4.991,0.138,124.994,4
147,Miami - Parrot and Cocker Too Remix,Miami (Parrot And Cocker Too Remix),Baxter Dury,2017-10-11,529696,0,0.715,0.00997,0.715,0.6,0.552,0.0537,-11.015,0.0529,110.017,4
148,Like an Eagle - Original,Like an Eagle (Original),Dennis Parker,2018-12-20,395656,32,0.57,0.186,0.57,0.746,0.145,0.127,-12.217,0.0259,104.97,4
149,Blazer,"Computer Incarnations II 12 """,Various Artists,2008-02-29,548720,14,0.663,0.024,0.663,0.754,0.751,0.0737,-8.996,0.0354,99.99,4
150,Could Heaven Ever Be Like This,Turn This Mutha Out,Idris Muhammad,1977,516586,59,0.755,0.388,0.755,0.842,0.541,0.105,-7.293,0.129,123.203,4
151,I Zimbra - 2005 Remaster,Fear of Music (Deluxe Version),Talking Heads,1979-08-03,188973,42,0.67,0.0751,0.67,0.743,0.223,0.241,-10.371,0.0332,113.883,4
152,The Magnificent Dance,Super Black Market Clash,The Clash,1993-10-26,336600,26,0.752,0.017,0.752,0.586,0.62,0.115,-12.069,0.0409,116.07,4
153,Messages from the Stars,"Past, Present & Future",The Rah Band,1985,460760,49,0.717,0.309,0.717,0.557,0.0529,0.0833,-11.359,0.0332,105.672,4
154,Going Back to My Roots,Connections,Richie Havens,1980,303573,48,0.669,0.396,0.669,0.816,0.0383,0.162,-10.759,0.0336,120.39,4
155,Rapture,Greatest Hits: Blondie,Blondie,2006-01-01,299373,54,0.724,0.113,0.724,0.704,0.00425,0.466,-8.258,0.0511,107.486,4
156,Disco Dancer,24 Hours in a Disco 1978-82,Kiki Gyan,2012-12-03,416800,55,0.699,0.0317,0.699,0.869,0.411,0.0368,-10.199,0.0456,115.273,4
157,Let's Dance - 2018 Remaster,Let's Dance (2018 Remaster),David Bowie,1983-04-14,457675,72,0.654,0.0125,0.654,0.743,0.0272,0.153,-7.44,0.0605,114.846,4
158,Aaj Shanibar,Disco Jazz,Rupa,1982-01-01,479629,45,0.576,0.418,0.576,0.764,0.0749,0.0667,-10.799,0.188,126.048,4
