,name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
123,Jamming,Exodus,Bob Marley & The Wailers,1977-01-01,211000,0,0.138,0.937,0.472,4.91e-05,0.117,-11.029,0.3,123.674,4
124,Positive Vibration,Rastaman Vibration,Bob Marley & The Wailers,1976-04-30,213920,58,0.0184,0.918,0.37,0.00166,0.0802,-11.807,0.0564,131.884,4
125,"Is This Love - Live At The Pavillon De Paris, 1977",Babylon By Bus,Bob Marley & The Wailers,1978-01-01,447573,54,0.00408,0.574,0.765,0.029,0.965,-7.153,0.0593,137.241,4
126,Forever Loving Jah,Uprising,Bob Marley & The Wailers,1980,242333,60,0.0595,0.774,0.531,0.0,0.0409,-7.176,0.0446,142.001,4
127,Coming In From The Cold,Uprising,Bob Marley & The Wailers,1980,271023,61,0.258,0.734,0.631,2.4e-06,0.0752,-6.887,0.098,141.478,4
128,I Shot The Sheriff - Live At The Roxy,Live At The Roxy - The Complete Concert,Bob Marley & The Wailers,2003-01-01,393480,54,0.533,0.727,0.795,0.000105,0.71,-5.226,0.115,139.57,4
129,One Drop,Survival,Bob Marley & The Wailers,1979,231773,62,0.12,0.901,0.478,1.05e-05,0.165,-7.39,0.237,121.244,4
130,Rastaman Live Up,Confrontation,Bob Marley & The Wailers,1983,327133,59,0.181,0.904,0.33,0.0254,0.0471,-11.117,0.124,130.688,4
131,Zimbabwe,Survival,Bob Marley & The Wailers,1979,231266,60,0.0901,0.932,0.611,0.00156,0.0467,-8.278,0.0853,125.238,4
132,Trenchtown Rock - Live At The Roxy Theatre,Live At The Roxy - The Complete Concert,Bob Marley & The Wailers,2003-01-01,295733,54,0.586,0.755,0.57,0.0,0.993,-7.334,0.0995,134.436,4
133,Africa Unite,Survival,Bob Marley & The Wailers,1979,175626,60,0.191,0.904,0.431,0.00179,0.0928,-10.14,0.116,127.57,4
134,Exodus,Exodus,Bob Marley & The Wailers,1977-01-01,460226,0,0.0296,0.869,0.735,0.00339,0.163,-8.501,0.0552,132.821,4
135,"Lively Up Yourself - Live At Music Hall, Boston / 1978",Easy Skanking In Boston '78,Bob Marley & The Wailers,2015-02-03,469653,53,0.108,0.598,0.772,2.84e-05,0.269,-8.444,0.0646,76.276,4
136,Time Will Tell,Kaya - Deluxe Edition,Bob Marley & The Wailers,1978-03-23,205253,58,0.0552,0.504,0.301,6.37e-06,0.0849,-14.982,0.22,161.031,4
137,Iron Lion Zion,Gold,Bob Marley & The Wailers,2004-01-01,193586,0,0.0113,0.715,0.598,0.00058,0.197,-7.912,0.0403,142.386,4
138,Babylon System,Survival,Bob Marley & The Wailers,1979,261839,57,0.121,0.766,0.429,0.0,0.0619,-11.912,0.125,91.392,4
139,Rastaman Chant,Chant Down Babylon,Bob Marley & The Wailers,1999-01-01,258626,56,0.073,0.831,0.687,4.58e-06,0.273,-5.08,0.219,95.664,4
140,Turn Your Lights Down Low,Chant Down Babylon,Bob Marley & The Wailers,1999-01-01,346333,63,0.0137,0.733,0.668,1.57e-06,0.0393,-5.3,0.0685,83.11,4
141,No More Fighting - 2001 Digital Remaster,Uptown Top Ranking,Althea And Donna,1978-01-01,217560,46,0.272,0.784,0.662,0.00181,0.0502,-9.183,0.135,79.535,4
142,Drifting Along - Remastered,Travelling Without Moving (Remastered),Jamiroquai,1996-09-09,245786,44,0.0467,0.777,0.545,0.73,0.0611,-7.591,0.0483,96.17,4
