,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
78,Every Time I Look For You,Take Off Your Pants And Jacket,blink-182,2001,185466,61,0.502,0.00166,0.502,0.96,0.0,0.377,-2.998,0.0484,128.228,4
79,Girl All the Bad Guys Want,Drunk Enough To Dance,Bowling For Soup,2002,197800,64,0.582,0.000517,0.582,0.829,0.0,0.266,-5.688,0.0465,130.969,4
80,Wheels,Greatest Hits,Foo Fighters,2009-11-03,278213,62,0.426,0.000495,0.426,0.792,5.1e-06,0.142,-4.709,0.0374,161.994,4
81,Monsters (feat. blackbear),"Wake Up, Sunshine",All Time Low,2020-04-03,174067,77,0.369,0.0493,0.369,0.845,0.0,0.416,-3.449,0.0611,78.532,4
82,Give Me Novacaine / She's a Rebel,American Idiot,Green Day,2004-09-21,326200,56,0.312,0.00185,0.312,0.949,1.78e-05,0.0569,-3.533,0.0784,154.795,4
83,Disenchanted,The Black Parade,My Chemical Romance,2006-10-23,295000,62,0.343,0.00218,0.343,0.692,0.0,0.112,-3.926,0.0355,174.07,4
84,Savior,Appeal To Reason,Rise Against,2008-01-01,242280,74,0.554,0.00154,0.554,0.932,0.000142,0.425,-3.424,0.0485,112.49,4
85,High School Never Ends - Main Version - Explicit,The Great Burrito Extortion Case,Bowling For Soup,2006,209040,66,0.536,0.0122,0.536,0.923,0.0,0.142,-3.494,0.125,160.03,4
86,Shame Shame,Medicine At Midnight,Foo Fighters,2021-02-05,257426,62,0.652,0.00138,0.652,0.864,0.0433,0.0371,-4.108,0.0325,122.026,4
87,Ordinary World,Revolution Radio,Green Day,2016-10-07,182893,54,0.412,0.895,0.412,0.226,7.74e-05,0.0871,-12.377,0.0323,168.139,4
88,Fallen Leaves,Billy Talent II,Billy Talent,2006-06-23,199200,67,0.71,0.00105,0.71,0.811,2.08e-06,0.0677,-4.079,0.0431,123.048,4
89,"Swing, Swing",The All-American Rejects,The All-American Rejects,2002-10-15,233266,68,0.553,6.48e-05,0.553,0.717,0.128,0.0385,-5.857,0.0318,127.947,4
90,"Baby, I Love You",End of the Century (Expanded 2005 Remaster),Ramones,1980-02-04,224560,61,0.735,0.202,0.735,0.653,0.000307,0.0802,-5.533,0.0269,107.779,4
91,Hero Of War,Appeal To Reason,Rise Against,2008-01-01,253080,64,0.645,0.543,0.645,0.417,0.0,0.0982,-7.022,0.029,77.054,4
92,Wake Me up When September Ends,American Idiot,Green Day,2004-09-21,285653,76,0.546,0.023,0.546,0.814,0.0,0.0972,-5.146,0.0314,104.98,4
93,I Don't Love You,The Black Parade,My Chemical Romance,2006-10-23,238680,69,0.289,0.00837,0.289,0.796,2.61e-05,0.202,-4.22,0.0494,169.835,4
94,Come Out and Play,Smash,The Offspring,1994-04-08,197800,68,0.519,0.0675,0.519,0.77,3.48e-06,0.0762,-8.788,0.0809,158.29,4
95,Little Things,Good Charlotte,Good Charlotte,2001-01-14,203026,64,0.686,0.0601,0.686,0.84,5.38e-06,0.164,-5.142,0.159,105.0,4
96,My Friends Over You,Sticks And Stones,New Found Glory,2002-06-11,220200,66,0.404,0.000193,0.404,0.98,0.0,0.0742,-4.038,0.107,177.793,4
