,name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
23,Rocksteady,Audiofdelity,FDEL,2006-12-04,239332,37,0.0101,0.885,0.842,0.842,0.125,-6.298,0.0365,114.001,4
24,Soulburger,Soulburger,Soulful Torino Orchestra,2008-06-02,169200,17,0.000107,0.753,0.897,0.877,0.0962,-5.255,0.0377,99.969,4
25,Soul Education,Synkronized,Jamiroquai,1999-06-08,255400,35,0.0172,0.719,0.902,0.0,0.108,-6.242,0.0657,114.108,4
26,Copycat,International Battle Of The Year 2009 - The Soundtrack,Various Artists,2009-10-17,210231,0,0.0524,0.874,0.705,1.34e-05,0.0793,-7.315,0.157,120.01,4
27,It's Just Begun,Twin Stix,Soopasoul,2009-03-02,253893,0,0.000767,0.812,0.833,0.88,0.0352,-4.551,0.0415,111.892,4
28,Superjam (Flow Dynamics Remix),Flow Dynamics,Flow Dynamics,2007-04-30,240079,18,0.0108,0.844,0.988,0.489,0.116,-3.136,0.0572,119.991,4
29,Kodiac Jam - Grain Zero Remix,Live And Let Live,Grain Zero,2009-05-01,269106,0,0.0071,0.764,0.928,0.157,0.115,-7.502,0.0392,109.989,4
30,Bop Gun (One Nation) - Radio Edit,Greatest Funkin' Hits,George Clinton,1996-10-17,287200,23,0.429,0.857,0.889,5.21e-06,0.143,-4.382,0.0795,103.072,4
31,Le Freak - Edit,Les Plus Grands Success De Chic - Chic's Greatest Hits,CHIC,1979,215693,56,0.0422,0.832,0.553,0.00356,0.249,-13.705,0.0487,119.825,4
32,One Note Brown - Lanu Remix,Re:Mixed,The New Mastersounds,2007-10-22,290813,15,0.0231,0.689,0.894,0.0386,0.0994,-5.132,0.0435,111.594,4
33,Bop Hop,Cool And Steady And Easy,Brooklyn Funk Essentials,1995-06-27,313293,26,0.0152,0.737,0.733,0.251,0.174,-9.579,0.109,98.132,4
34,Still Waiting,What Happened To Television?,The Greyboy Allstars,2007-04-17,202560,12,0.0126,0.655,0.634,0.214,0.319,-8.859,0.0657,119.449,4
35,Gypsy Breaks - Breakbeat Junkie Vs Djp Remix,Gypsy Breaks,Basement Freaks,2009-04-13,300429,27,0.000376,0.797,0.893,0.462,0.03,-7.528,0.0598,116.991,4
36,We Are Family - single edit,Las 101 grandes canciones del Soul,Las 101 grandes canciones del Soul,2009-05-26,199453,0,0.0933,0.684,0.93,0.0,0.132,-6.0,0.053,117.226,4
37,He's the Greatest Dancer,Atlantic 60th: On The Dance Floor Vol. 2,Various Artists,2007-10-30,375400,56,0.00115,0.7,0.816,0.00123,0.0901,-9.711,0.044,113.244,4
38,Flash Light,The Best Of Parliament: Give Up The Funk,Parliament,1995-01-01,347800,0,0.361,0.738,0.786,0.14,0.526,-9.191,0.0498,105.181,4
39,Pumpin' It Up,Hydraulic Funk,P-Funk All Stars,2006-08-10,414333,0,0.308,0.768,0.586,0.0885,0.228,-11.437,0.0352,109.49,4
40,Get Down On It,Lost And Found: Disco Volume 3,Various Artists,2007,211106,0,0.181,0.868,0.588,7.23e-05,0.06,-8.324,0.0571,110.865,4
41,Lovely Day,Discover Bill Withers,Bill Withers,2007-08-21,251466,0,0.179,0.702,0.658,0.000636,0.1,-7.835,0.0332,97.851,4
42,Celebration - Single Version,Celebration / Morning Star,Kool & The Gang,1980,215653,0,0.0466,0.843,0.656,0.0187,0.169,-11.184,0.0595,121.112,4
43,Ladies Night - Single Version,Silver Collection,Kool & The Gang,2007-01-01,206080,0,0.185,0.689,0.644,5.59e-05,0.0591,-9.928,0.191,111.365,4
44,"Thank You for Talkin' to Me, Africa",There's A Riot Goin' On,Sly & The Family Stone,1971-11-20,435960,32,0.106,0.891,0.479,0.0587,0.143,-14.043,0.0758,81.357,4
45,Best of My Love,The Best Of The Emotions: Best Of My Love,The Emotions,1996,219933,57,0.45,0.764,0.57,0.362,0.0812,-11.361,0.0348,115.376,4
46,Ultra-Funk,The New Sound of the Venezuelan Gozadera,Los Amigos Invisibles,1998-01-01,218666,0,0.0141,0.667,0.903,0.00915,0.309,-6.451,0.0398,109.463,4
47,House Party,House Party,Fred Wesley,2010-02-08,254533,44,0.084,0.859,0.559,0.00081,0.0547,-16.169,0.0487,102.081,4
48,My Heart is Jumping,40º of Sunshine,Bibi Tanga,2012-04-23,228053,0,0.129,0.827,0.56,5.93e-05,0.128,-8.625,0.0909,99.055,4
49,The Bottle,Messages,Gil Scott-Heron & Brian Jackson,2009-03-16,310986,48,0.648,0.792,0.676,0.0975,0.145,-11.206,0.0657,116.116,4
50,Let's Dance - 1999 Remaster,Let's Dance (1999 Remaster),David Bowie,1983-04-14,457133,19,0.00388,0.619,0.703,0.205,0.163,-9.414,0.0525,115.043,4
51,Goliath,Into The Infrasounds,Monophonics,2010-09-25,305493,0,0.0244,0.443,0.723,0.929,0.0812,-6.814,0.0429,166.557,4
52,Fugue State,Fugue State,Vulfpeck,2014-08-26,161852,48,0.111,0.778,0.465,0.88,0.094,-10.196,0.0422,105.354,4
53,I Don't Wanna Dance,The Best Music from Jamaica,Various Artists,2013-04-26,200946,47,0.182,0.954,0.435,2.95e-05,0.0897,-13.356,0.0916,123.602,4
54,Cissy Strut,Funkify Your Life: The Meters Anthology,The Meters,1995,185226,55,0.106,0.521,0.799,0.732,0.332,-11.993,0.097,175.921,4
55,Notte in Bovisa,Calibro 35,Calibro 35,2009-10-28,133160,0,0.0104,0.783,0.719,0.874,0.0797,-4.454,0.054,120.131,4
56,Funk In The Hole,Virgin Ubiquity II,Roy Ayers,2005-06-06,336546,0,0.0233,0.499,0.98,0.348,0.211,-4.818,0.0569,180.709,4
57,Goliath,Into The Infrasounds,Monophonics,2010-09-25,303493,0,0.0203,0.443,0.722,0.879,0.0816,-6.781,0.0432,166.524,4
58,Body and Soul,World Psychedelic Classics 5: Who Is William Onyeabor?,William Onyeabor,2013-10-28,608760,0,0.0298,0.806,0.615,0.214,0.256,-8.18,0.108,106.629,4
59,The Magnificent Seven - Remastered,Sandinista! (Remastered),The Clash,1980,333520,56,0.0595,0.799,0.789,0.0,0.0338,-8.208,0.0395,116.083,4
60,Move on Up - Extended Version,Curtis (Expanded Edition),Curtis Mayfield,1970,535333,64,0.141,0.584,0.975,0.501,0.101,-6.534,0.0651,138.341,4
61,Unfunky UFO,Mothership Connection,Parliament,1975-12-15,260713,0,0.153,0.725,0.708,8.52e-05,0.0332,-9.685,0.0509,98.66,4
62,Right Place Wrong Time,In The Right Place,Dr. John,1973,175240,61,0.0923,0.789,0.494,0.000408,0.144,-13.702,0.0456,104.593,4
63,"Come On, Come Over",The Essential Jaco Pastorius,Jaco Pastorius,2007,234493,19,0.541,0.684,0.717,0.000671,0.0749,-10.766,0.0468,109.563,4
64,You Give Me Something,A Funk Odyssey,Jamiroquai,2001-09-03,199600,0,0.0265,0.639,0.69,0.000551,0.146,-10.047,0.264,119.63,4
65,Funky Duck,Thrill of the Arts,Vulfpeck,2015-10-09,130770,48,0.306,0.805,0.772,0.00112,0.103,-6.402,0.115,81.711,4
66,Man Funk,Hip Hop After All,Guts,2014-09-08,233925,57,0.0545,0.859,0.628,1.29e-05,0.319,-7.199,0.257,92.047,4
67,Lake Zurich,Lake Zurich,Gorillaz,2018-05-31,253626,34,0.000108,0.618,0.886,0.881,0.0821,-6.099,0.033,115.082,4
68,Agitations tropicales,Odyssée - EP,L'Impératrice,2015-10-12,248892,64,0.564,0.76,0.401,0.259,0.0977,-9.537,0.0674,115.989,4
69,Séquences - Parcels Remix,Séquences (Remixes),L'Impératrice,2017-09-27,265800,47,0.251,0.824,0.666,0.574,0.0582,-9.008,0.0509,120.005,4
70,Sonate pacifique,Sonate pacifique - EP,L'Impératrice,2014-09-16,348944,0,0.627,0.557,0.534,0.0192,0.425,-8.863,0.0328,99.99,4
71,Superlove,Black and White America,Lenny Kravitz,2011-08-30,208626,29,0.00531,0.664,0.783,0.328,0.0257,-6.605,0.0321,100.204,4
72,Tesselation,Skiptracing,Mild High Club,2016-08-26,152824,59,0.135,0.667,0.407,0.121,0.0961,-9.467,0.0321,73.998,4
73,Get Up Offa That Thing,20 All-Time Greatest Hits!,James Brown,1991,250200,52,0.225,0.883,0.664,2.3e-06,0.941,-10.395,0.411,118.104,4
74,Brothers On The Slide,Promised Heights,Cymande,2013-08-16,251400,61,0.3,0.789,0.602,0.00549,0.0737,-10.192,0.198,109.923,4
75,Only You,"Doing It in Lagos: Boogie, Pop & Disco in 1980's Nigeria",Various Artists,2016-12-09,381040,2,0.0552,0.786,0.921,0.00181,0.0629,-6.842,0.101,118.373,4
76,Lost My Treble Long Ago,Lost My Treble Long Ago,Vulfpeck,2018-09-17,197648,0,0.0131,0.646,0.663,0.866,0.0856,-8.989,0.196,87.103,4
77,Love Rears Its Ugly Head,Time'S Up,Living Colour,1990-08-28,259466,49,0.0558,0.615,0.477,6.25e-05,0.231,-8.816,0.092,156.008,4
78,Give Up The Funk (Tear The Roof Off The Sucker),Mothership Connection,Parliament,1975-12-15,348066,62,0.0659,0.717,0.665,0.0,0.326,-9.503,0.0523,105.693,4
79,Little L,A Funk Odyssey,Jamiroquai,2001-09-03,295400,0,0.168,0.878,0.724,0.0116,0.133,-5.373,0.129,121.906,4
80,Can You Get To That,Maggot Brain,Funkadelic,1971-07-12,171560,0,0.539,0.689,0.83,0.0,0.0882,-8.774,0.0954,140.745,4
81,Forget Me Nots,Forget Me Nots,Patrice Rushen,2017-12-06,283453,48,0.118,0.858,0.554,0.0863,0.0398,-6.542,0.0363,113.683,4
82,Happiness Juice - Radio Version,Happiness Juice,Munk,2014-08-25,255256,0,0.0539,0.682,0.829,0.00224,0.0734,-9.063,0.0307,114.986,4
83,Masturbation Session,Arepa 3000,Los Amigos Invisibles,2000,293386,20,0.0221,0.843,0.822,0.0158,0.182,-6.455,0.0865,117.971,4
84,Lazy Nina,Pulse (Expanded Edition),Greg Phillinganes,1984,326613,45,0.183,0.625,0.5,3.37e-06,0.0378,-9.104,0.0873,202.318,4
85,Lady and Man,Con Todo El Mundo,Khruangbin,2018-01-26,258044,50,0.000711,0.728,0.691,0.828,0.0912,-7.947,0.0578,82.207,4
86,Lucinda,Sextet,A Certain Ratio,1982,234813,33,0.263,0.69,0.902,0.833,0.0923,-6.632,0.0686,124.855,4
87,Ain't Gonna Cry,Universal Togetherness Band,Universal Togetherness Band,2015-01-20,330853,38,0.0108,0.606,0.839,0.109,0.104,-9.141,0.0306,135.465,4
88,Da Ya Think I'm Sexy?,Blondes Have More Fun,Rod Stewart,1978-11-24,331333,69,0.0143,0.715,0.689,0.000192,0.111,-8.065,0.029,111.504,4
89,Let Down,Radiodread,Easy Star All-Stars,2006,284400,0,0.137,0.747,0.571,3.75e-05,0.0877,-6.243,0.0401,113.08,4
90,Get It Baby - Drum Mix,Just One EP,Body Music,2017-05-01,365752,5,0.00322,0.756,0.631,0.828,0.0597,-9.098,0.0826,117.99,4
91,Chemise,Le Plaisir / Chemise,Souleance,2010-01-18,261440,43,0.0548,0.876,0.849,0.00947,0.125,-6.047,0.0409,110.401,4
92,Hercules Theme,Hercules & Love Affair,Hercules & Love Affair,2008-02-25,269816,31,0.0219,0.735,0.641,0.89,0.168,-6.177,0.0284,105.993,4
93,Unicorn,Free Ride,Dizzy Gillespie,1977-01-01,408706,46,0.118,0.845,0.519,0.507,0.0716,-11.498,0.0685,102.71,4
94,Hihache,Soul Makossa,Lafayette Afro Rock Band,1973,425466,36,0.0914,0.542,0.527,0.787,0.159,-10.309,0.0723,109.723,4
95,Jungle Jazz,Spirit Of The Boogie,Kool & The Gang,1975,289826,44,0.129,0.77,0.947,0.445,0.343,-6.651,0.145,106.688,4
96,You Can Have It All,Rock Your Baby,George McCrae,1974,174000,48,0.447,0.424,0.837,0.027,0.152,-9.941,0.154,104.641,4
97,Turning Around,Still Waters,Breakbot,2016-02-05,199426,36,0.101,0.966,0.354,0.211,0.0901,-7.749,0.0614,106.975,4
98,Feel Your Weight - Poolside Remix,Blood Remixed,Rhye,2018-11-16,310133,66,0.665,0.741,0.592,0.854,0.116,-9.059,0.0308,111.984,4
99,Them Changes,Drunk,Thundercat,2017-02-24,188385,1,0.551,0.784,0.551,0.000635,0.0899,-8.645,0.064,81.678,4
100,Street Tough,Street Tough,Ben E. King,1981-01-01,272840,28,0.353,0.824,0.535,0.000647,0.0919,-13.224,0.148,93.015,4
101,Turn This Mutha Out,Turn This Mutha Out,Idris Muhammad,1977,409586,41,0.165,0.78,0.707,0.168,0.0975,-7.951,0.0379,114.765,4
102,The Breaks,The Best Of Kurtis Blow,Kurtis Blow,1994-01-01,469266,47,0.122,0.818,0.67,0.00156,0.31,-13.912,0.0757,112.704,4
103,I Cried For You,Jam,Buttering Trio,2014-11-18,243662,0,0.135,0.736,0.554,5.86e-05,0.103,-8.79,0.17,98.989,4
104,Wanna Kiss,Ritual Chants,Psychemagik,2017-07-03,270560,42,0.262,0.911,0.718,0.000813,0.104,-5.93,0.0765,107.124,4
105,Disco Yes,Geography,Tom Misch,2018-04-06,280878,64,0.42,0.927,0.551,0.0346,0.298,-6.624,0.0921,123.042,4
106,Won't Give You Up,Downtown Rockers,Tom Tom Club,2012-09-11,269226,39,0.056,0.861,0.524,0.000352,0.0614,-10.092,0.0566,95.987,4
107,Ordinary Pleasure,Outer Peace,Toro y Moi,2019-01-18,183752,51,0.152,0.883,0.781,0.0142,0.105,-7.384,0.141,115.011,4
108,September Blues,Atlantic Oscillations,Quantic,2019-06-21,305613,34,0.000911,0.664,0.834,0.854,0.146,-6.766,0.0429,121.001,4
109,Sexy Ways (Recloose Disco Flip),Reworked By Detroiters,Funkadelic,2017-10-27,353840,0,0.0254,0.716,0.583,0.0,0.0707,-12.06,0.0606,109.862,4
110,Secret in the Dark (Juan Maclean Remix),Secret in the Dark (Juan Maclean Remix),Monika,2016-04-15,388056,43,0.0315,0.776,0.808,0.441,0.158,-6.475,0.0427,111.003,4
111,Tell Me Something Good,Funk Overload,Maceo Parker,1998-08-25,220106,38,0.0499,0.54,0.724,9.99e-06,0.394,-6.438,0.0972,154.823,4
112,Hollywood Kisses,Tsar Bomba,Kung Fu,2014-03-04,439158,35,0.037,0.592,0.79,0.00182,0.0787,-4.484,0.11,94.765,4
113,Wide Awake,Wide Awake!,Parquet Courts,2018-05-18,158906,2,0.113,0.85,0.94,0.435,0.0697,-3.428,0.036,122.047,4
114,Last Night a D.J. Saved My Life,A Night to Remember (Mixed By Tony Okungbowa & Jojoflores),Various Artists,2012-05-01,252653,61,0.0463,0.849,0.657,2.93e-05,0.117,-7.509,0.205,112.682,4
115,Love Is Strange,Take The Money And Run / Love Is Strange / Swingtown / Killing Floor / Rock'n Me,Steve Miller Band,2019-08-02,224413,0,0.0151,0.622,0.868,0.107,0.0447,-6.273,0.0743,93.677,4
116,A Way Out,A Way Out,The Undercover Dream Lovers,2019-09-20,261493,19,0.225,0.656,0.694,0.0375,0.311,-4.126,0.0274,107.095,4
117,Summer Breeze,Keyboard King at Studio One,Jackie Mittoo,2000,224826,0,0.122,0.735,0.48,0.0449,0.133,-12.55,0.157,75.362,4
118,Star Child,Keep It Up,B.T. Express,1982-04-18,379746,30,0.0458,0.655,0.819,0.000174,0.307,-6.43,0.053,118.299,4
119,If You Want Me to Stay,Fresh,Sly & The Family Stone,1973-06-30,180493,65,0.28,0.843,0.48,0.000782,0.108,-11.574,0.0492,101.993,4
120,I'll Be There (feat. Nile Rodgers) - Single Version,I'll Be There (feat. Nile Rodgers),CHIC,2015-03-20,217849,42,0.13,0.855,0.826,3.48e-06,0.0782,-3.882,0.0798,125.013,4
121,Mary Jane,Come Get It! (Expanded Edition),Rick James,1978-04-20,297346,63,0.256,0.537,0.82,1.93e-06,0.432,-7.011,0.127,94.429,4
122,"Signed, Sealed, Delivered (I'm Yours)",The Definitive Collection,Stevie Wonder,2002,159600,0,0.0104,0.641,0.776,0.0,0.0422,-5.492,0.0314,109.046,4
123,Just Like a Baby,There's A Riot Goin' On,Sly & The Family Stone,1971-11-20,311000,48,0.00891,0.84,0.398,0.361,0.0921,-13.419,0.0333,97.979,1
124,"Bold Soul Sister, Bold Soul Brother - USDEA0400901",Wheedle's Groove - Seattle's Finest in Funk & Soul 1965-75,Various Artists,2004,176613,38,0.661,0.457,0.909,1.54e-06,0.124,-3.189,0.0576,93.193,4
125,Mary Pop Poppins,Famous Last Words,True Loves,2017-07-14,243992,6,0.065,0.701,0.876,0.894,0.234,-5.514,0.0593,101.113,4
126,Little Sunflower,Afro-Harping,Dorothy Ashby,1968-01-01,225293,45,0.893,0.686,0.383,0.874,0.112,-15.838,0.0491,77.257,4
127,I've Got Reasons,Psychedelphia,Mary Jane Hooper,1997-01-01,188133,38,0.41,0.735,0.632,0.784,0.148,-11.479,0.0504,94.745,4
128,Have You Been Good to Yourself,Have You Been Good to Yourself,Johnnie Frierson,2016-08-19,229360,41,0.989,0.768,0.405,0.525,0.13,-9.421,0.0305,102.588,4
129,Bring It Home Daddy,Watch Your Step,Ted Hawkins,1982-01-01,184426,38,0.758,0.7,0.414,0.0,0.1,-12.711,0.0684,124.609,4
130,Canned Music,Original Recordings,Dan Hicks & His Hot Licks,1969,245026,35,0.771,0.606,0.199,7.79e-05,0.12,-18.004,0.0295,106.701,3
131,Take It Easy,Black And White Raven,Archie James Cavanaugh,1980-01-01,206800,43,0.477,0.744,0.808,0.000218,0.103,-11.075,0.0758,129.85,4
132,Rastafunk,Rock With the Hot 8,Hot 8 Brass Band,2007-10-15,381506,22,0.00225,0.457,0.637,0.105,0.107,-5.278,0.0601,102.817,3
133,Cissy Strut,The Meters,The Meters,1969,186853,64,0.172,0.507,0.763,0.886,0.324,-12.732,0.0945,176.193,4
134,Use Me,Still Bill,Bill Withers,1972-05-01,228326,67,0.0333,0.759,0.586,0.00312,0.0743,-13.461,0.056,154.624,4
135,Do I Do - Single Version,The Definitive Collection,Stevie Wonder,2002,303133,0,0.0735,0.709,0.869,1.04e-05,0.305,-10.262,0.0501,113.271,4
136,Venasque,Since Then. 2017,Ian Pooley,2017-11-17,274080,48,0.0292,0.756,0.761,0.686,0.881,-9.043,0.0961,96.692,4
137,1612,Fugue State,Vulfpeck,2014-08-26,199639,58,0.177,0.678,0.392,0.0045,0.0839,-11.328,0.274,171.274,4
138,Rompecuero (Intro),Tropicoso,Jungle Fire,2014-09-30,62200,14,0.644,0.649,0.72,0.943,0.075,-10.787,0.0668,107.55,4
139,Just a Touch of Love,Just A Touch Of Love,Slave,1979,392733,47,0.0508,0.742,0.473,2.08e-05,0.0387,-14.567,0.0309,108.783,4
140,Super Stupid,Maggot Brain,Funkadelic,1971-07-12,241293,46,0.00118,0.26,0.921,0.492,0.292,-8.648,0.103,99.465,4
141,VICEROY’S Row,Wise Up Ghost (Deluxe),Elvis Costello And The Roots,2013-01-01,301480,11,0.188,0.643,0.677,0.027,0.291,-5.285,0.0393,89.741,4
142,Don't You Know,Melodies,Jan Hammer Group,1977-10-17,180077,45,0.0688,0.656,0.792,0.654,0.091,-7.121,0.0478,93.804,4
143,Sunny,Sunny,Bobby Hebb,1966-01-01,165066,65,0.93,0.714,0.338,0.00644,0.389,-10.994,0.0456,128.385,4
144,Sweet Thang,Freedom Flight,Shuggie Otis,1971,252173,58,0.0965,0.432,0.518,0.788,0.136,-13.403,0.0375,142.735,4
145,Stories??,Chakachas,The Chakachas,1972-09-12,167233,40,0.671,0.757,0.45,8.52e-05,0.0802,-17.29,0.416,94.208,4
146,Master Blaster (Jammin') - Single Version,The Definitive Collection,Stevie Wonder,2002,291693,0,0.0437,0.887,0.507,0.000736,0.212,-11.183,0.0516,131.081,4
147,Wang Dang,Habibi Funk: An Eclectic Selection of Music from the Arab World (Habibi Funk 007),Various Artists,2017-12-01,277000,31,0.476,0.459,0.926,0.326,0.157,-6.626,0.164,78.311,4
148,Silver Sun,"No Guts, No Glory",moe.,2014-01-01,581166,46,0.0956,0.384,0.733,0.561,0.219,-8.267,0.0358,99.865,4
149,Love Will Tear Us Apart,Love Will Tear Us Apart,Hot 8 Brass Band,2018-10-24,216124,33,0.0092,0.544,0.636,0.107,0.0837,-6.084,0.0397,102.026,4
150,Ala Vida,Ala Vida,El Michels Affair,2021-02-09,232357,43,0.67,0.647,0.386,0.906,0.146,-10.388,0.0571,80.833,4
151,Computer Love,The New Zapp IV U,Zapp,1985-01-01,283626,57,0.676,0.679,0.709,0.0,0.292,-5.851,0.133,84.543,4
152,I Just Called To Say I Love You - Single Version,The Definitive Collection,Stevie Wonder,2002,262360,0,0.224,0.742,0.547,2.35e-06,0.0797,-9.1,0.0237,113.551,4
153,I'll Take You There,The Very Best Of The Staple Singers,The Staple Singers,2007-01-01,196826,0,0.0904,0.846,0.595,1.96e-06,0.063,-8.372,0.0439,101.632,4
154,Breaking Point,The Many Moods Of,Willie Mitchell,2014,184533,33,0.587,0.725,0.606,0.891,0.103,-7.571,0.0259,96.244,4
155,TRIPWIRE,Wise Up Ghost (Deluxe),Elvis Costello And The Roots,2013-01-01,268026,13,0.475,0.399,0.396,0.0,0.0918,-8.688,0.0321,94.312,1
156,Tomboy,Mit Peck,Vulfpeck,2011-12-20,218094,36,0.0947,0.721,0.778,0.851,0.15,-11.72,0.0408,116.02,4
157,Tippi-Toes,Struttin',The Meters,1970,149173,36,0.0879,0.759,0.526,0.772,0.0537,-13.435,0.0587,89.761,4
158,You Haven't Done Nothin',The Definitive Collection,Stevie Wonder,2002,204000,0,0.265,0.748,0.655,3.16e-05,0.156,-9.778,0.0381,101.475,4
159,Ghost Town,The Life & Times of...,Hot 8 Brass Band,2012-11-12,253133,27,0.216,0.568,0.681,0.287,0.309,-5.66,0.121,93.947,4
160,Culebro,Tropicoso,Jungle Fire,2014-09-30,234333,16,0.00707,0.581,0.871,0.713,0.0724,-7.66,0.042,118.497,4
161,I've Been Lonely For So Long,True Soulful Love (3CD Set),Various Artists,2008-01-01,198746,0,0.191,0.812,0.421,4.08e-06,0.152,-7.731,0.0332,96.579,4
162,Higher Ground - Single Version,The Definitive Collection,Stevie Wonder,2002,191600,0,0.0562,0.724,0.842,0.000511,0.166,-9.992,0.041,125.775,4
163,Ain't No Love In The Heart Of The City - Single Version,Dreamer,"Bobby ""Blue"" Bland",1974-01-01,233560,60,0.933,0.518,0.376,0.86,0.0976,-18.248,0.0431,158.089,4
164,Apollo's Mood,The Olympians,The Olympians,2016-10-28,271466,0,0.0431,0.393,0.693,0.854,0.13,-7.269,0.0296,85.106,4
165,Such a Night,In The Right Place,Dr. John,1973,177733,55,0.531,0.829,0.248,0.0,0.0732,-16.94,0.169,121.444,4
166,Sing Sing,The Wildness,The Bones of J.R. Jones,2012-03-01,168442,44,0.87,0.636,0.602,0.0663,0.128,-9.111,0.0711,119.125,4
167,Melting Pot,Undercover Mixtape,Orgone,2018-02-02,470773,34,0.00801,0.642,0.842,0.794,0.0669,-6.542,0.0673,116.504,4
168,My Cherie Amour,The Definitive Collection,Stevie Wonder,2002,172693,0,0.145,0.56,0.635,2.96e-06,0.217,-6.804,0.0251,101.11,4
169,Green Onions,Green Onions,Booker T. & the M.G.'s,1962,176333,68,0.767,0.816,0.514,0.949,0.0899,-8.741,0.0339,136.837,4
170,Lady Luck,The Atlantic Ocean,Richard Swift,2009-04-07,258800,51,0.422,0.669,0.459,0.244,0.101,-9.041,0.0289,95.412,4
171,Mess Around,The Ray Charles Story Volume 1,Ray Charles,2005-01-18,160226,13,0.437,0.565,0.962,0.0,0.056,-2.981,0.064,148.808,4
172,She's Not There - Stereo Version,The Zombies,The Zombies,1966-01-01,145306,0,0.633,0.511,0.515,0.0,0.0684,-8.381,0.0417,133.441,4
173,"What'd I Say, Pt. 1 & 2",What'd I Say,Ray Charles,1959,307053,63,0.808,0.54,0.681,0.0,0.162,-5.44,0.0508,88.385,4
174,We Can Work It Out,Signed Sealed And Delivered,Stevie Wonder,1970-08-01,200440,0,0.0805,0.619,0.574,0.0,0.0948,-9.775,0.0328,105.35,4
