,name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
124,"Bach, JS: Goldberg Variations, BWV 988: I. Aria",Bach: Goldberg Variations & Italian Concerto etc,Johann Sebastian Bach,2007-04-02,185546,38,0.995,0.358,0.0209,0.9,0.114,-29.611,0.0419,102.598,4
125,"Beethoven: Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"": I. Adagio sostenuto (Excerpt)",Most Relaxing Piano Album in the World....Ever!,Various Artists,2001-02-01,237120,18,0.996,0.276,0.0127,0.918,0.148,-34.464,0.0485,75.004,1
126,"Mozart: Ave verum corpus, K. 618",Mozart: Requiem,Wolfgang Amadeus Mozart,1988-02-28,206893,36,0.97,0.0598,0.127,0.976,0.102,-21.205,0.0548,63.15,4
127,"Satie: 6 Gnossiennes: No. 1, Lent","Satie: Gymnopédies, Gnossiennes & Other Piano Works",Erik Satie,1988-01-01,205066,35,0.995,0.395,0.00246,0.85,0.101,-28.015,0.0868,73.608,1
128,Rêverie,"Debussy: Estampes, Pour le piano, Piano Works",Claude Debussy,2007-07-31,233400,62,0.995,0.251,0.00904,0.922,0.0779,-31.599,0.0406,62.225,4
129,"Nocturne No.2 In E Flat, Op.9 No.2",Chopin: The Essentials,Frédéric Chopin,2016-10-14,278413,0,0.986,0.444,0.0154,0.938,0.118,-28.87,0.0443,106.52,3
130,"4 Impromptus, Op.90, D.899: No.4 in A Flat Major: Allegretto",Schubert: Impromptus Opp.90 & 142,Franz Schubert,1983-01-01,497773,54,0.987,0.343,0.0209,0.922,0.126,-27.015,0.0398,125.242,3
131,"Piano Sonata No. 10 in G Major, Op. 14, No. 2: I. Allegro",Beethoven: The Complete Piano Sonatas,Ludwig van Beethoven,2011,414466,14,0.987,0.31,0.117,0.936,0.111,-24.749,0.0365,82.18,4
132,Gymnopédies n° 3,Esotérik Satie,Erik Satie,2000-01-01,139373,22,0.993,0.386,0.0034,0.938,0.0849,-36.773,0.0436,71.967,4
133,"Requiem in D Minor, Op. 48: In Paradisum",Fauré: Requiem,Nigel Short,2012-11-05,215073,44,0.986,0.168,0.0129,0.919,0.0803,-32.166,0.0517,87.957,3
134,Liebestraum,Classical Music Anthology Volume I,Various Artists,2010-03-01,285285,49,0.991,0.365,0.151,0.898,0.102,-15.769,0.0316,94.982,3
135,Gnossienne: No. 1,Satie: Avant-dernières pensées (Bonus Track Version),Erik Satie,2009-01-20,214133,61,0.996,0.424,0.00798,0.925,0.0983,-28.345,0.0496,124.166,3
136,Nocturne en mi bémol majeur opus 9 n°2: Ballade en Sol Mineur No.1,Chopin: Nocturnes (Volume 1),Frédéric Chopin,2010-05-18,268426,64,0.99,0.387,0.0451,0.913,0.112,-24.698,0.0364,61.494,4
137,"Nocturne, Op. posth. in C-Sharp Minor: Lento",Chopin: Complete Nocturnes,Frédéric Chopin,2010-06-22,239973,61,0.992,0.272,0.00397,0.9,0.0763,-31.601,0.0475,72.059,4
138,Concerto For Piano And Orchestra No. 1 In B Flat Minor Op. 23: Allegro Non Troppo E Molto Maestoso,Classical Romantic Moods,Various Artists,2009-06-30,529506,3,0.987,0.285,0.116,0.884,0.132,-19.637,0.0343,79.62,4
139,Gnossiennes: I. Lent,Gnosiennes I & II,Erik Satie,2017-02-14,278572,32,0.994,0.451,0.0273,0.959,0.11,-19.527,0.0507,77.512,4
140,"Comptine d'un autre été, l'après-midi",Amélie (Original Soundtrack),Yann Tiersen,2001-04-23,140733,52,0.991,0.484,0.192,0.908,0.106,-15.378,0.0465,100.084,4
141,Barcarolle,Classical Piano Chillout,Various Artists,2009-07-03,544000,16,0.992,0.304,0.0979,0.907,0.109,-20.976,0.0365,65.723,3
142,"Barber: Adagio for Strings, Op. 11a","Barber:Adagio /Copland: El Salon Mexico, Four Episodes from Rodeo & Appalachian Spring.",Aaron Copland,1999,381533,42,0.94,0.125,0.0912,0.872,0.084,-21.581,0.0444,79.817,3
143,"Piano Concerto No. 21 in C Major, K. 467 ""Elvira Madigan"": II. Andante","Mozart: Piano Concertos, Vol. 6",Wolfgang Amadeus Mozart,1995-11-01,433800,64,0.982,0.194,0.0324,0.961,0.0916,-28.215,0.0382,144.13,4
144,"Romance No. 2 in F Major for Violin and Orchestra, Op. 50",Beethoven Famous Pieces,Ludwig van Beethoven,2020-04-11,521039,1,0.902,0.24,0.157,0.748,0.205,-14.663,0.0392,96.626,4
145,Rhapsody in Blue,Gershwin: Rhapsody in Blue & An American in Paris,George Gershwin,1959,987266,48,0.969,0.305,0.184,0.781,0.132,-18.342,0.0409,70.813,4
146,The Piano: The Heart Asks Pleasure First,Chasing Pianos - The Piano Music Of Michael Nyman,Michael Nyman,2014-01-01,260973,52,0.994,0.217,0.0408,0.912,0.0553,-26.146,0.0379,159.179,3
147,Merry Christmas Mr. Lawrence,1996,Ryuichi Sakamoto,1996,286666,0,0.952,0.479,0.174,0.841,0.115,-18.021,0.0371,103.577,4
148,"6 Consolations, S. 172: No. 3 In D Flat Major (Lento, placido)",Liszt: Dreams of Love; Consolations; Sonnets of Petrarca; Rigoletto Paraphrase,Franz Liszt,1992-01-01,254000,60,0.993,0.368,0.00363,0.922,0.137,-36.759,0.035,69.363,3
149,"Clarinet Concerto in A Major, K. 622: II. Adagio",Mozart: Clarinet Concerto & Kegelstatt Trio,Wolfgang Amadeus Mozart,2014-04-01,400760,51,0.979,0.191,0.0271,0.485,0.119,-23.12,0.0421,66.663,4
150,Fracture,Fracture,Stephan Moccio,2020-04-17,207640,66,0.99,0.324,0.0186,0.934,0.105,-28.248,0.0476,85.297,4
