,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
12,Ohomi,The World Ends: Afro Rock & Psychedelia in 1970s Nigeria,Various Artists,2010-11-23,190653,0,0.689,0.298,0.689,0.789,0.0144,0.118,-5.593,0.054,117.89,4
13,Chant To Mother Earth,Phases 1972-1982,BLO,2010-05-16,369133,37,0.403,0.791,0.403,0.447,0.531,0.146,-14.335,0.034,139.12,3
14,Changa Namwele,"Welcome To Zamrock! How Zambia's Liberation Led To a Rock Revolution, Vol. 1 (1972-1977)",Various Artists,2017-05-19,232426,35,0.464,0.351,0.464,0.547,1.04e-06,0.142,-9.768,0.161,189.662,4
15,Fast,"Welcome To Zamrock! How Zambia's Liberation Led To a Rock Revolution, Vol. 1 (1972-1977)",Various Artists,2017-05-19,289386,35,0.584,0.00252,0.584,0.916,0.168,0.276,-5.903,0.0339,125.814,4
16,Running,"Welcome To Zamrock! How Zambia's Liberation Led To a Rock Revolution, Vol. 1 (1972-1977)",Various Artists,2017-05-19,234800,39,0.884,0.8,0.884,0.86,0.318,0.145,-8.401,0.0366,129.306,4
17,I Don't Know,"Welcome To Zamrock! How Zambia's Liberation Led To a Rock Revolution, Vol. 1 (1972-1977)",Various Artists,2017-05-19,270386,35,0.416,0.68,0.416,0.679,0.00165,0.117,-5.28,0.0473,86.954,4
18,Few Bana Zambia,"Welcome To Zamrock! How Zambia's Liberation Led To a Rock Revolution, Vol. 1 (1972-1977)",Various Artists,2017-05-19,262373,41,0.634,0.882,0.634,0.98,0.094,0.275,-4.791,0.0588,88.85,4
19,You Better Know,"Welcome To Zamrock! How Zambia's Liberation Led To a Rock Revolution, Vol. 1 (1972-1977)",Various Artists,2017-05-19,210306,37,0.704,0.443,0.704,0.463,0.0156,0.125,-6.846,0.0293,127.616,4
20,Hi Babe,"Welcome To Zamrock! How Zambia's Liberation Led To a Rock Revolution, Vol. 1 (1972-1977)",Various Artists,2017-05-19,242613,36,0.777,0.916,0.777,0.721,0.0658,0.0972,-9.671,0.0783,122.657,4
21,You Are My Heart,Nigeria 70 - Lagos Jump,Various Artists,2008-05-12,193000,48,0.664,0.481,0.664,0.681,0.0232,0.225,-7.458,0.0366,97.501,4
22,It's Not Easy,Forge Your Own Chains: Heavy Psychedelic Ballads And Dirges 1968-1974,Top Drawer,2009-11-17,260879,48,0.52,0.324,0.52,0.824,4.76e-06,0.147,-4.286,0.0462,79.39,4
23,Soubour,Music In Exile,Songhoy Blues,2015-02-24,212306,35,0.619,0.0154,0.619,0.875,0.378,0.345,-5.957,0.0257,101.891,4
24,I Want a Break Thru,I Want a Break Thru,The Hykkers,2011-10-30,182786,36,0.79,0.414,0.79,0.854,0.801,0.268,-6.263,0.0671,101.646,4
25,In the Jungle - Instrumental,Nigeria Rock Special: Psychedelic Afro-Rock & Fuzz Funk in 1970's Nigeria,Various Artists,2009-08-10,189106,0,0.735,0.337,0.735,0.87,0.218,0.149,-4.916,0.0454,104.287,4
26,Awa adounia,Kel Tamasheq (Deluxe Edition),Terakaft,2012-08-28,284840,42,0.617,0.125,0.617,0.827,0.198,0.085,-8.936,0.0348,101.154,4
27,Acid Rock,Nigeria Rock Special: Psychedelic Afro-Rock & Fuzz Funk in 1970's Nigeria,Various Artists,2009-08-10,174506,0,0.727,0.172,0.727,0.624,0.791,0.0928,-6.274,0.128,145.748,4
28,She's A Dropout,"Ivory Music Classics, Vol. 1",Various Artists,2010-06-27,191533,32,0.668,0.137,0.668,0.675,0.00138,0.0929,-11.181,0.0524,106.271,4
29,Gbomei Adesai,Psycho African Beat,The Psychedelic Aliens,2010-11-22,188586,34,0.618,0.671,0.618,0.726,0.418,0.12,-6.502,0.0374,115.918,4
30,Kenimania,Nigeria Rock Special: Psychedelic Afro-Rock & Fuzz Funk in 1970's Nigeria,Various Artists,2009-08-10,277786,0,0.671,0.0847,0.671,0.86,0.834,0.154,-9.071,0.0432,96.674,4
31,Obaa Sima,Obaa Sima,Ata Kak,2015-03-03,338409,44,0.907,0.0335,0.907,0.66,0.194,0.112,-11.951,0.0459,130.747,4
32,Rough Rider,The World Ends: Afro Rock & Psychedelia in 1970s Nigeria,Various Artists,2010-11-23,233853,0,0.715,0.107,0.715,0.67,0.783,0.0943,-7.806,0.0348,111.877,4
33,Greetings,Nigeria 70 - Funky Lagos,Various Artists,2009-03-23,373333,42,0.653,0.0164,0.653,0.875,0.0311,0.377,-5.232,0.125,116.956,4
34,Akwa Kayi Ji Bia Nuwa,Soundway Records Presents The World Ends Afro Rock and Psychedelia in 1970s Nigeria,Various Artists,2010-07-12,329373,0,0.518,0.0626,0.518,0.915,9.68e-05,0.487,-7.634,0.0431,112.238,4
35,Heaven,Life Stories,Ebo Taylor,1977,365693,44,0.655,0.124,0.655,0.771,0.509,0.0811,-7.321,0.0517,99.567,4
36,Keleya,World Psychedelic Classics: Love's A Real Thing,Various Artists,2005-03-07,402333,33,0.79,0.907,0.79,0.63,0.0669,0.347,-9.657,0.102,121.101,4
37,Secret Agent,Secret Agent,Tony Allen,2009-06-08,320493,0,0.721,0.28,0.721,0.604,0.216,0.225,-10.224,0.0302,119.98,4
38,Heavy Heavy Heavy,Afro-Rock Vol. 1,Various Artists,1974,393280,34,0.662,0.129,0.662,0.868,0.409,0.126,-8.375,0.0496,136.071,4
39,Blacky Joe,The World Ends: Afro Rock & Psychedelia in 1970s Nigeria,Various Artists,2010-11-23,299960,0,0.56,0.0104,0.56,0.704,0.00123,0.313,-8.237,0.0465,139.962,4
40,Somebody's Gonna Lose or Win,The World Ends: Afro Rock & Psychedelia in 1970s Nigeria,Various Artists,2010-11-23,189160,0,0.731,0.434,0.731,0.748,0.00117,0.0742,-6.886,0.0817,102.648,4
41,Fefe Naa Efe,Gentleman,Fela Kuti,1973-01-01,492293,32,0.77,0.602,0.77,0.733,0.0302,0.143,-8.028,0.135,93.079,4
42,This Hustling World,Simigwa,Gyedu-Blay Ambolley,2012-10-15,258577,34,0.697,0.721,0.697,0.534,1.29e-05,0.32,-10.826,0.0567,110.378,4
43,Onye Mmanya,"Dancing Time, the Best of Eastern Nigeria's Afro Rock Exponents 1973-77 (Soundway Records)",The Funkees,2012-03-19,352186,34,0.59,0.225,0.59,0.741,0.241,0.191,-9.662,0.0525,111.695,4
44,Bargain,"Make It Fast, Make It Slow (Soundway Records)",Rob,2012-03-12,317684,38,0.811,0.515,0.811,0.561,0.304,0.127,-10.883,0.423,103.967,4
45,Spoons,Mali Music,Malian Musicians,2002-04-15,319293,39,0.285,0.697,0.285,0.419,0.0205,0.249,-13.454,0.0427,120.026,4
46,Hyena,Footsteps In Africa - The Soundtrack,Various Artists,2009-09-18,173000,0,0.679,0.47,0.679,0.474,0.841,0.0727,-15.384,0.0311,130.019,3
47,Fafa,Fondo,Vieux Farka Touré,2009-05-26,303226,0,0.441,0.744,0.441,0.611,0.295,0.168,-5.61,0.0314,92.581,4
48,Watch Your Life,Itadi,Itadi,2013-05-03,370469,37,0.629,0.213,0.629,0.734,0.175,0.113,-10.326,0.0467,88.093,4
49,Toumast Tincha,Emmaar,Tinariwen,2014-02-10,260253,0,0.494,0.486,0.494,0.661,0.806,0.116,-7.54,0.047,89.659,4
50,Rock the House,Gorillaz,Gorillaz,2001-03-26,249200,53,0.754,0.0748,0.754,0.825,7.18e-05,0.169,-6.498,0.237,171.948,4
51,Human Animal,Human Animal,Total Giovanni,2014-10-31,356481,47,0.755,0.00504,0.755,0.852,0.0154,0.876,-5.965,0.0464,113.99,4
52,Little L,A funk odyssey,Jamiroquai,2001-09-11,295400,66,0.878,0.168,0.878,0.724,0.0116,0.133,-5.373,0.129,121.906,4
53,Kiss You Forever,Pacific Standard Time,Poolside,2012-07-09,332520,47,0.662,0.133,0.662,0.889,0.00566,0.044,-4.417,0.0401,96.012,4
54,Tieduprightnow,Tieduprightnow,Parcels,2018-04-27,249956,69,0.863,0.291,0.863,0.533,0.00126,0.0794,-7.986,0.0484,102.025,4
55,Sonate pacifique,Sonate pacifique - EP,L'Impératrice,2014-09-16,348944,0,0.557,0.627,0.557,0.534,0.0192,0.425,-8.863,0.0328,99.99,4
56,Agitations tropicales,Odyssée - EP,L'Impératrice,2015-10-12,248892,63,0.76,0.564,0.76,0.401,0.259,0.0977,-9.537,0.0674,115.989,4
57,Bad Bad News,Good Thing,Leon Bridges,2018-05-04,207306,64,0.783,0.231,0.783,0.629,0.000536,0.0881,-6.152,0.0607,111.978,4
58,Fou,Tako Tsubo,L'Impératrice,2021-03-26,309586,53,0.86,0.0788,0.86,0.593,0.619,0.0395,-9.561,0.0563,108.051,4
59,Heart It Races - Cover Version,Heart It Races,Architecture In Helsinki,2007-06-05,233128,66,0.705,0.443,0.705,0.474,0.0553,0.338,-13.081,0.0391,98.612,4
60,Homage,Skiptracing,Mild High Club,2016-08-26,177493,74,0.546,0.153,0.546,0.468,0.00257,0.321,-8.167,0.0287,73.372,4
61,Old Friends,Cardinal,Pinegrove,2016-02-12,207720,0,0.488,0.41,0.488,0.555,0.0,0.494,-7.315,0.0398,147.88,4
62,Put It Back Together (feat. Damon Albarn),Palookaville,Fatboy Slim,2004-10-01,276640,37,0.603,0.145,0.603,0.611,0.000239,0.26,-6.628,0.0396,79.992,4
63,Mr Bubbles,Mr Bubbles,The Ruminaters,2016-02-26,249488,43,0.646,0.517,0.646,0.71,0.000192,0.328,-6.383,0.0344,127.088,4
64,Lonesome,Be The Void (Deluxe Edition),Dr. Dog,2012-02-07,198440,39,0.643,0.757,0.643,0.801,1.61e-06,0.0783,-4.985,0.0804,76.041,4
65,Daydream,Daydream,The Lovin' Spoonful,1966-03,139093,58,0.822,0.834,0.822,0.332,0.0,0.11,-11.369,0.0506,110.802,4
66,Here Comes Your Man,Doolittle,Pixies,1989-04-17,201693,15,0.669,0.0475,0.669,0.783,0.0296,0.115,-12.302,0.0295,124.518,4
67,In the Summertime,In the Summertime,Mungo Jerry,1970-01-01,211880,68,0.754,0.724,0.754,0.449,0.0,0.162,-14.013,0.0615,82.751,4
68,Lola,"Lola Versus Powerman and the Moneygoround, Pt. One",The Kinks,1970-11-27,241040,71,0.474,0.582,0.474,0.917,0.231,0.201,-4.19,0.0395,152.113,4
69,Why Can't We Be Friends?,Why Can't We Be Friends?,War,1975-01-01,230066,6,0.776,0.19,0.776,0.714,0.0,0.506,-9.044,0.0388,92.448,4
70,Sunny Afternoon - Mono Mix,Face to Face (Deluxe Edition),The Kinks,1966-10-28,210525,67,0.595,0.102,0.595,0.465,0.0,0.0641,-8.412,0.026,124.991,4
71,Time Is On My Side,The Rolling Stones Songbook,Andrew Oldham Orchestra,1966-01-01,191986,12,0.409,0.529,0.409,0.745,0.51,0.736,-5.954,0.0497,119.48,4
72,Ophelia - Remastered 2000,Northern Lights-Southern Cross (Expanded Edition),The Band,1975-11-01,212800,60,0.831,0.678,0.831,0.683,0.00197,0.332,-7.403,0.0285,92.31,4
73,Picture Book - Stereo Mix,The Kinks Are the Village Green Preservation Society (Deluxe Expanded Edition),The Kinks,1968-11-22,156000,0,0.831,0.164,0.831,0.947,0.000253,0.322,-6.897,0.031,121.173,4
74,Listen to the Music,Toulouse Street,The Doobie Brothers,1972,227266,76,0.645,0.221,0.645,0.598,3.53e-06,0.0721,-13.18,0.0335,105.929,4
75,Have You Ever Seen The Rain?,Pendulum (40th Anniversary Edition),Creedence Clearwater Revival,1970-12-07,160133,0,0.741,0.0664,0.741,0.697,2.28e-05,0.133,-7.028,0.0277,116.109,4
76,Anything Could Happen,Compilation,The Clean,1986-01-01,157066,0,0.622,0.343,0.622,0.535,0.843,0.217,-12.658,0.0367,125.821,4
77,Make It Wit Chu,Era Vulgaris,Queens of the Stone Age,2007-01-01,290493,57,0.704,0.355,0.704,0.811,0.000189,0.13,-5.308,0.0277,91.97,4
78,Send Me on My Way,Music From Party of Five,Various Artists,1996-11-12,263333,73,0.5,0.114,0.5,0.681,4.01e-05,0.139,-9.556,0.0672,119.46,4
79,Tenderness,Wide Awake!,Parquet Courts,2018-05-18,186106,5,0.716,0.165,0.716,0.736,0.000171,0.0746,-3.761,0.0363,98.005,4
80,Too Young to Burn,Tomorrow Is Alright,Sonny & The Sunsets,2010,199693,53,0.79,0.731,0.79,0.44,0.000429,0.24,-10.572,0.0335,110.129,4
81,Make It Wit Chu,Era Vulgaris,Queens of the Stone Age,2007-01-01,290493,64,0.708,0.413,0.708,0.828,0.000104,0.12,-5.286,0.0286,91.977,4
82,Two Weeks,Veckatimest,Grizzly Bear,2009-05-24,243160,69,0.537,0.289,0.537,0.712,0.00568,0.08,-5.597,0.0286,159.871,4
83,Bum Bum Bum,Mangy Love,Cass McCombs,2016-08-26,299671,54,0.509,0.74,0.509,0.508,0.305,0.0979,-11.33,0.0319,79.923,4
84,Shuggie,We Are the 21st Century Ambassadors of Peace & Magic,Foxygen,2013-01-22,201706,61,0.467,0.101,0.467,0.645,0.00524,0.144,-7.614,0.0364,127.947,3
85,Anthems For A Seventeen Year-Old Girl,You Forgot It In People,Broken Social Scene,2003-03-11,275693,55,0.466,0.229,0.466,0.446,0.0168,0.125,-9.415,0.0322,80.154,4
86,Lysergic Bliss,Satanic Panic In The Attic,of Montreal,2004-04-06,244013,49,0.481,0.373,0.481,0.747,0.0437,0.102,-6.27,0.0513,110.994,4
87,Sunday Morning,Take A Picture,Margo Guryan,1968,140133,44,0.545,0.634,0.545,0.754,2.55e-06,0.118,-8.261,0.05,98.743,4
88,The Old Man's Back Again (Dedicated To The Neo-Stalinist Regime),Scott 4,Scott Walker,1969-11-01,220573,50,0.419,0.58,0.419,0.454,4.38e-05,0.161,-16.458,0.0413,90.99,4
89,Thirteen,#1 Record,Big Star,1972,154666,52,0.457,0.674,0.457,0.268,5.77e-06,0.11,-14.371,0.0319,117.141,4
90,I Am The Changer,Paranoid Cocoon,Cotton Jones,2009-01-27,394840,56,0.634,0.784,0.634,0.529,0.000805,0.0902,-10.026,0.0284,122.015,4
91,Walk Away Renee,Walk Away Renée/Pretty Ballerina,The Left Banke,1967-02-01,164813,45,0.405,0.735,0.405,0.563,0.0,0.198,-7.313,0.033,117.777,4
92,Your Sweet Love,The Very Special World Of Lee Hazlewood (Expanded Edition),Lee Hazlewood,1966-09-17,245920,48,0.249,0.821,0.249,0.217,0.105,0.133,-14.875,0.0307,100.044,4
93,The Boy With The Arab Strap,The Boy With The Arab Strap,Belle & Sebastian,1998-01-01,314066,48,0.577,0.361,0.577,0.83,0.0203,0.0681,-9.843,0.0588,142.376,4
94,Sisyphus,My Finest Work Yet,Andrew Bird,2019-03-22,247493,61,0.631,0.23,0.631,0.792,0.000317,0.0756,-4.364,0.0427,82.901,4
95,No Other,No Other,Gene Clark,1974-09-01,308533,46,0.467,0.42,0.467,0.617,0.724,0.137,-13.997,0.0404,96.878,4
96,Sandra (When The Earth Dies),For the Recently Found Innocent,White Fence,2014-07-22,146280,34,0.758,0.202,0.758,0.446,0.00472,0.175,-10.971,0.195,84.484,4
97,Sons & Daughters,The Crane Wife,The Decemberists,2006-10-03,313600,52,0.331,0.224,0.331,0.559,0.0,0.297,-8.263,0.0316,115.117,4
98,Nantes,The Flying Club Cup,Beirut,2007-10-08,230200,62,0.437,0.782,0.437,0.533,0.0142,0.134,-9.552,0.0426,131.155,4
99,Find Yourself,Hypnophobia,Jacco Gardner,2015-05-04,214175,32,0.577,0.0162,0.577,0.74,0.66,0.0996,-5.925,0.0282,150.078,4
100,Kites Are Fun,Butterflies Are Free: The Original Recordings 1967-72,The Free Design,2020-11-27,154760,23,0.534,0.0242,0.534,0.296,0.381,0.113,-18.195,0.0318,137.617,4
101,National Express,Fin De Siecle,The Divine Comedy,1998-08-31,305666,50,0.422,0.0167,0.422,0.816,0.0012,0.156,-5.048,0.0316,90.592,4
102,"Fly Baby, Fly",Talahomi Way,The High Llamas,2011-04-19,180320,19,0.615,0.672,0.615,0.469,2.1e-05,0.158,-9.268,0.0256,109.994,4
103,Worthless,The Brave Little Toaster,David Newman,2010-08-04,268457,27,0.548,0.251,0.548,0.621,0.0362,0.0446,-14.634,0.0477,177.194,4
104,Time Of The Season,Odessey & Oracle_ 30th Anniversary Edition,The Zombies,1968-01-01,214066,52,0.541,0.127,0.541,0.571,3.83e-06,0.275,-10.745,0.0373,117.067,4
105,How Do I Know,A Different Ship,Here We Go Magic,2012-05-08,270386,44,0.426,0.0637,0.426,0.887,0.0832,0.21,-5.868,0.0302,161.387,3
106,The Suburbs,The Suburbs (Deluxe Edition),Arcade Fire,2010,317213,33,0.612,0.0668,0.612,0.681,0.0207,0.306,-6.116,0.0285,117.615,4
107,Love And Mercy,I Just Wasn't Made For These Times,Brian Wilson,1995-01-01,193600,46,0.517,0.673,0.517,0.336,0.00118,0.0811,-10.968,0.0296,102.46,4
108,Hey Moon,We Must Become the Pitiless Censors of Ourselves,John Maus,2011-06-28,248706,51,0.573,0.784,0.573,0.639,0.633,0.0923,-7.143,0.0247,89.575,4
109,Killin' the Vibe,III: Arcade Dynamics,Ducktails,2011-01-18,259317,44,0.571,0.722,0.571,0.901,0.0828,0.11,-3.153,0.0529,125.581,4
110,Young Folks,Writer's Block,Peter Bjorn and John,2006-01-01,276693,71,0.699,0.0164,0.699,0.812,0.000763,0.105,-6.005,0.0377,138.185,4
111,I Wanna Prove to You,Do Hollywood,The Lemon Twigs,2016-10-14,221160,45,0.293,0.471,0.293,0.677,4.56e-06,0.153,-5.697,0.0404,188.884,4
112,Florida,Good Mood Fool,Luke Temple,2013-10-15,265266,39,0.644,0.185,0.644,0.4,0.131,0.0841,-9.677,0.0293,82.17,3
113,The Age of Revolution,The Duckworth Lewis Method,The Duckworth Lewis Method,2009-07-03,236080,5,0.688,0.243,0.688,0.584,1.76e-06,0.104,-7.172,0.0317,83.558,4
114,A-Punk,Vampire Weekend,Vampire Weekend,2008-01-27,137760,69,0.551,0.0103,0.551,0.819,0.0437,0.153,-4.489,0.0525,174.917,4
115,Spring Breathes,Everybody's a Good Dog,Diane Coffee,2015-09-04,304133,39,0.349,0.00339,0.349,0.421,0.0227,0.336,-9.73,0.0407,105.488,4
116,Steely Dad,Wiggle Room,Drug Cabin,2015-04-07,185053,40,0.83,0.377,0.83,0.689,0.0327,0.0977,-7.937,0.0308,114.27,4
117,You're Crossing a River (Golden Suits Cover),Deerslayer,Daniel Rossen,2018-05-04,359214,36,0.333,0.182,0.333,0.401,0.292,0.146,-10.947,0.0366,76.152,4
118,Water,Need Your Light,Ra Ra Riot,2016-01-01,280333,39,0.575,0.131,0.575,0.848,0.0,0.11,-4.297,0.0885,159.941,4
119,Mystery of Love,Mystery of Love,Sufjan Stevens,2017-12-01,248960,72,0.365,0.94,0.365,0.273,0.431,0.109,-16.526,0.038,132.285,5
120,This American Life,The Bardo Story,Salvia Plath,2013-07-08,145266,37,0.455,0.302,0.455,0.386,0.00221,0.101,-11.75,0.0306,90.345,4
121,"I Want You, But I Don't Need You",Ping Pong,Momus,1997-01-01,285920,12,0.466,0.257,0.466,0.546,7.42e-05,0.327,-9.023,0.0283,99.99,3
122,March of the Dawn,Tale to Tell,The Mummers,2009-04-06,214853,11,0.513,0.381,0.513,0.71,0.014,0.0658,-5.6,0.0271,82.541,4
123,Wouldn't It Be Nice - Stereo / Remastered,Pet Sounds (Original Mono & Stereo Mix Versions),The Beach Boys,1966-06-16,153205,72,0.392,0.718,0.392,0.629,3.76e-06,0.129,-7.056,0.0335,124.511,4
124,12 Reasons Why I Love Her,The Golden Mile,My Life Story,1997-03-10,221468,21,0.511,0.163,0.511,0.889,5.21e-05,0.2,-5.67,0.0429,145.548,4
125,Flag Day / The Mother Stone,The Mother Stone,Caleb Landry Jones,2020-05-01,452693,38,0.294,0.319,0.294,0.677,0.0178,0.243,-3.927,0.0365,95.258,4
126,Skeleton Painting,Skeleton Painting,Avi Buffalo,2019-12-01,384328,32,0.375,0.0839,0.375,0.736,0.00372,0.0877,-7.301,0.0339,83.704,4
127,A Mind I Knew,Wild Smile,Suckers,2010-01-01,258866,6,0.353,0.000469,0.353,0.745,0.000701,0.112,-6.152,0.0288,112.134,4
128,"Honestly, I Wish That I Knew",The Adventure Continues...,The Smoking Trees,2018-10-19,160026,28,0.446,0.0619,0.446,0.7,0.246,0.0711,-5.652,0.0826,152.834,4
129,Babooshka - 2018 Remaster,Never for Ever (2018 Remaster),Kate Bush,1980-09-07,199226,63,0.49,0.762,0.49,0.362,1.14e-05,0.0671,-12.047,0.0382,108.866,4
130,Fistful Of Love,I Am A Bird Now,Antony and the Johnsons,2005-02-01,351893,42,0.347,0.543,0.347,0.485,0.00198,0.084,-8.196,0.0338,86.742,4
131,We Are Young (feat. Janelle Monáe),Some Nights,fun.,2012-02-14,250626,76,0.378,0.02,0.378,0.638,7.66e-05,0.0849,-5.576,0.075,184.086,4
132,Ringing The Changes,Miss You In The Days,The Miserable Rich,2011-10-30,309090,8,0.264,0.866,0.264,0.313,0.0233,0.176,-8.596,0.0284,78.293,3
133,"Sweet Dreams, TN",Everything You've Come To Expect,The Last Shadow Puppets,2016-04-01,236253,55,0.496,0.000818,0.496,0.56,0.0,0.383,-6.925,0.0273,112.508,3
134,In This Shirt,Mirror Mirror,The Irrepressibles,2010-01-01,335127,67,0.232,0.691,0.232,0.398,0.384,0.159,-9.574,0.0305,79.799,4
135,Disraeli Woman,Caravan Château,Alex Izenberg,2020-07-31,162106,40,0.794,0.864,0.794,0.395,0.00111,0.161,-9.352,0.0422,118.07,4
136,Silo,The Early Year,Scud Mountain Boys,1997-04-22,226573,9,0.43,0.681,0.43,0.47,0.0009,0.112,-11.956,0.0289,82.0,4
137,Moonchild,Dark Harvest,Garden Gate,2016-08-05,188578,5,0.385,0.443,0.385,0.587,0.0116,0.139,-4.63,0.0313,76.759,4
138,Come Closer,Colour Of The Trap,Miles Kane,2011-05-02,179240,57,0.511,0.0272,0.511,0.696,0.000249,0.0875,-5.157,0.0421,164.614,4
139,Paint Euphrosyne Blue,Another Land,Lucille Furs,2019-03-15,197192,13,0.395,3.26e-06,0.395,0.742,0.259,0.0943,-8.497,0.0355,129.506,4
140,june 14th,june 14th,Lauren Auder,2020-01-14,274706,41,0.301,0.0391,0.301,0.614,1.46e-05,0.0815,-8.162,0.042,153.714,4
141,You Never Loved This City,Ovations,Piano Magic,2009-01-05,248244,17,0.182,0.281,0.182,0.356,0.00475,0.0935,-11.262,0.031,182.912,3
142,Wine Red,Like Vines,The Hush Sound,2006-06-06,154173,50,0.685,0.133,0.685,0.856,0.0,0.221,-4.407,0.027,105.518,4
143,Feel You Now,The Autumn Defense,The Autumn Defense,2007-02-01,273986,36,0.594,0.515,0.594,0.541,0.721,0.0763,-7.446,0.028,72.97,4
144,Can I Stay with You,The Lost Songs of Nick Garrie-Hamilton: Selected Recordings 1968-2002,Nick Garrie,2015-10-05,161546,34,0.42,0.171,0.42,0.484,0.0,0.0536,-10.144,0.0277,89.364,4
145,High Hopes,Pray for the Wicked,Panic! At The Disco,2018-06-22,190946,82,0.579,0.193,0.579,0.904,0.0,0.064,-2.729,0.0618,82.014,4
146,You Are My Angel,You Are My Angel,Miri May,2013-06-13,165382,0,0.371,0.00392,0.371,0.861,0.000844,0.258,-6.267,0.0895,163.702,4
147,Qualcosa che non va,French Swinging Mademoiselle,Clothilde,2013-04-29,158818,31,0.547,0.633,0.547,0.629,0.0,0.257,-5.992,0.0277,99.88,4
148,I Want To Die By Your Side,The Long Way Home,The Magic Theatre,2014-02-26,255666,0,0.507,0.681,0.507,0.31,5.3e-05,0.103,-9.698,0.0297,145.599,4
149,Dog Days Are Over,Lungs (Deluxe Edition),Florence + The Machine,2009,251840,70,0.492,0.0416,0.492,0.81,0.00379,0.117,-5.315,0.0847,149.954,4
150,Journey's End,All My Bad Thoughts,The Montgolfier Brothers,2015-11-14,496000,9,0.513,0.913,0.513,0.0843,0.661,0.126,-21.458,0.0362,120.004,4
151,I'm Not Fine,Good News,School Is Cool,2017-09-22,258573,40,0.55,0.0547,0.55,0.549,8.31e-05,0.355,-8.988,0.0304,78.028,4
152,Kom Naar Huis,Kom Naar Huis,Hannelore Bedert,2020-09-25,271146,32,0.293,0.606,0.293,0.307,0.00678,0.0926,-9.766,0.046,78.626,4
153,Hooray for Tuesday,Hooray for Tuesday,The Minders,1998-09-10,191986,19,0.423,0.0187,0.423,0.66,2.98e-05,0.336,-10.121,0.039,99.096,4
154,Handsome Devil,Hated for Loving / Handsome Devil,Xiu Xiu,2009-11-16,261933,21,0.394,0.0167,0.394,0.729,0.413,0.213,-5.715,0.0371,79.437,4
155,Bright Shining Star,The Overflow,Humphreys & Keen,2005,170520,1,0.383,0.692,0.383,0.452,0.862,0.112,-9.648,0.0285,97.08,3
156,She's Bound to Get Hurt,Summer Fiction,Summer Fiction,2010-11-28,296427,18,0.611,0.417,0.611,0.74,0.0,0.143,-6.32,0.0256,115.091,4
157,See The World,Or Not Thibault,Thibault,2020-09-04,179155,18,0.455,0.134,0.455,0.694,0.766,0.16,-7.814,0.0275,124.688,4
158,Albert,Albert,Eddie Japan,2015-05-19,249240,32,0.253,0.122,0.253,0.778,0.0079,0.192,-6.519,0.0372,167.568,4
