,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
53,Legalize It,Legalize It (Legacy Edition),Peter Tosh,1976,279360,58,0.71,0.068,0.71,0.589,4.38e-06,0.176,-11.933,0.167,144.601,4
54,Tainted Love,Night Fever / Tainted Love,Grandmagneto,2007-05-18,176013,40,0.756,0.201,0.756,0.454,0.0,0.0635,-8.074,0.0579,143.095,4
55,Police & Thieves,Police And Thieves,Junior Murvin,1977-01-01,244306,0,0.933,0.0583,0.933,0.363,0.0,0.161,-13.328,0.0971,127.158,4
56,Miss You - Long Edit,Version Excursions,The Dynamics,2007,415640,48,0.814,0.271,0.814,0.75,0.104,0.12,-7.364,0.0725,95.346,4
57,Calaveras y Diablitos,Fabulosos Exitos,Los Fabulosos Cadillacs,2004,264026,50,0.701,0.511,0.701,0.46,9.84e-05,0.214,-6.141,0.0421,92.725,4
58,Vasos Vacíos - Remasterizado 2008,El Ritmo Mundial,Los Fabulosos Cadillacs,1988-06-18,279986,72,0.708,0.346,0.708,0.672,1.97e-05,0.382,-5.538,0.0352,134.635,4
59,Rock the Casbah,"Vintage Reggae Café, Vol. 3",Various Artists,2015-06-23,230925,40,0.936,0.0111,0.936,0.572,0.0,0.0744,-11.061,0.0344,126.072,4
60,My Master's Will,Reggae Knights,Israel Vibration,2010-12-01,274466,45,0.857,0.153,0.857,0.537,0.0,0.101,-7.392,0.242,143.757,4
61,Mellow Mood - Wail'n'Soul'm Version,Africa Unite: The Singles Collection (UK edition - 2 disc set),Bob Marley & The Wailers,2005-01-01,206906,0,0.69,0.374,0.69,0.456,0.0,0.142,-7.551,0.0308,88.48,4
62,"Kinky Reggae - Live At The Record Plant, 1973",Talkin' Blues,Bob Marley & The Wailers,1991-02-04,307413,37,0.727,0.15,0.727,0.53,0.00375,0.099,-10.376,0.453,80.042,4
63,Waiting In Vain,Exodus,Bob Marley & The Wailers,1977-01-01,256240,0,0.83,0.0292,0.83,0.463,1.58e-05,0.0589,-11.644,0.335,78.876,4
64,Bam Bam,One Two,Sister Nancy,2002-03-15,196506,1,0.722,0.825,0.722,0.605,0.0178,0.248,-6.07,0.153,165.998,4
65,"Verde, Amarillo Y Rojo",Alabanza,Gondwana,2000,246333,51,0.667,0.0218,0.667,0.581,4.98e-05,0.0808,-8.271,0.059,78.701,4
66,What Does It Take (To Win Your Love),Be True to Yourself: The Godfather of Lover's Rock (Anthology 1965-1973),Alton Ellis,2004-11-23,199560,49,0.812,0.11,0.812,0.448,0.00126,0.0542,-11.048,0.0505,116.557,4
67,Train to Skaville,Engine 54,The Ethiopians,1968-01-01,177000,53,0.792,0.229,0.792,0.256,0.548,0.35,-12.525,0.191,87.774,4
68,A Message to You Rudy - 2002 Remaster,The Specials (2002 Remaster),The Specials,1979-11-01,172600,63,0.906,0.149,0.906,0.45,0.000232,0.168,-8.003,0.0627,103.476,4
69,Balu,Codigos Del Alma,Rastrillos,2000,216013,43,0.707,0.187,0.707,0.728,5.33e-05,0.121,-7.985,0.221,179.751,4
70,The Immortal Dub,The Dub Express Platinum Edition,King Tubby,2012-05-30,194000,5,0.796,0.0133,0.796,0.459,0.854,0.109,-10.072,0.252,76.492,4
71,I Don't Wanna Wait,Born In Babylon,SOJA,2010-05-05,357539,58,0.803,0.0333,0.803,0.536,1.3e-05,0.174,-5.136,0.0387,126.039,4
72,Reggae Is Coming,Grandes Exitos,Gondwana,2015-07-17,252733,34,0.7,0.016,0.7,0.626,0.0,0.132,-11.278,0.102,149.502,4
73,Bella Donna,De Jonge Jaren van Doe Maar - 50 jaar Nederpop,Doe Maar,2008-01-01,194746,28,0.729,0.00765,0.729,0.51,0.651,0.177,-11.754,0.0405,137.205,4
74,Hypnotized Again,REFABRICATED: Fabric Remixes & Rarities,The Black Seeds,2019-07-05,280360,13,0.711,0.161,0.711,0.666,0.00337,0.221,-9.078,0.0357,81.615,4
75,Natty Dread,Natty Dread,Bob Marley & The Wailers,1974,215666,48,0.773,0.424,0.773,0.439,0.000126,0.0464,-9.778,0.327,88.364,4
76,Bowl For Two,Gettin' Filthy,The Expendables,2004-09-28,283426,62,0.728,0.0749,0.728,0.5,5.84e-06,0.108,-6.214,0.0344,138.528,4
77,High on Your Love,The Outsiders Are Back,Kings Go Forth,2010-04-19,253653,29,0.588,0.0142,0.588,0.701,4.83e-05,0.179,-3.208,0.0364,79.577,4
78,The Loser,The Loser / Now We Know,Derrick Harriott,2012,218653,47,0.725,0.194,0.725,0.641,0.00498,0.091,-6.135,0.0481,87.732,4
79,All My Tears,Nothing More to Say,The Frightnrs,2016-09-02,247826,36,0.76,0.629,0.76,0.649,0.00409,0.227,-6.958,0.037,108.088,4
80,Párate Y Mira,Pampas Reggae,Los Pericos,1994-01-01,247800,56,0.759,0.155,0.759,0.834,0.0,0.124,-6.92,0.0476,90.26,4
81,Soul Shakedown Party,In The Beginning,Bob Marley & The Wailers,2001-01-01,187266,2,0.86,0.505,0.86,0.347,0.0,0.0967,-14.495,0.0846,131.492,4
82,Beep Beep,Black Beauty (Deluxe Version),Love,2015-09-11,133767,26,0.683,0.159,0.683,0.854,0.0,0.0547,-7.152,0.093,168.883,1
83,Johnny Too Bad,Classic Reggae,Various Artists,2019-03-22,185840,31,0.728,0.151,0.728,0.446,0.163,0.23,-14.546,0.16,165.357,4
84,Occapella,Goodnight Vienna,Ringo Starr,1974,176400,40,0.753,0.084,0.753,0.244,2.82e-06,0.0607,-19.395,0.253,83.703,4
85,Turn It Around,On the Sun,The Black Seeds,2004,273080,27,0.798,0.0673,0.798,0.864,0.412,0.383,-4.977,0.0642,76.012,4
86,70s 80s,Mind Elevation,Nightmares On Wax,2002-09-02,332853,50,0.764,0.00232,0.764,0.521,0.000411,0.0751,-11.174,0.0937,174.009,4
87,Thinking of You,Melodies,Lord Echo,2010-12-06,420720,63,0.723,0.0491,0.723,0.754,0.00112,0.393,-9.376,0.0576,97.201,4
88,Low to the Street,Harmonies,Lord Echo,2017-04-07,308989,52,0.782,0.212,0.782,0.614,0.781,0.16,-6.906,0.0475,97.575,4
89,I Can See Clearly Now,I Can See Clearly Now (Expanded Edition),Johnny Nash,1972-09-23,166786,54,0.591,0.318,0.591,0.53,0.00558,0.0938,-8.905,0.0371,123.899,4
90,One Drop,Survival,Bob Marley & The Wailers,1979,231773,0,0.901,0.113,0.901,0.472,1e-05,0.152,-7.365,0.231,121.242,4
91,Fu Man Chu,This Is Desmond Dekker (Enhanced Edition),Desmond Dekker,1969-01-01,189440,39,0.724,0.471,0.724,0.324,0.0059,0.112,-12.455,0.0484,83.614,4
92,Pressure Drop,Monkey Man,The Maytals,1969-01-01,177440,55,0.605,0.0503,0.605,0.641,0.0,0.121,-8.291,0.0446,146.84,4
93,The Tide Is High - Stereo Version,On the Beach: The Anthology,The Paragons,1967-01-01,161973,55,0.451,0.241,0.451,0.433,0.0,0.472,-9.189,0.0291,96.287,4
94,Nothing More to Say,Nothing More to Say,The Frightnrs,2016-09-02,251720,42,0.891,0.328,0.891,0.445,0.000426,0.242,-9.853,0.0558,105.674,4
95,Will You Promise,My Love and Music,Ebo Taylor,1975,226480,45,0.589,0.142,0.589,0.681,5.44e-05,0.794,-8.833,0.0454,90.373,4
96,Evolution,Warriors of light,Mo'kalamity,2007-02-27,331413,47,0.951,0.0111,0.951,0.571,4.16e-05,0.202,-7.259,0.0558,107.984,4
97,Is This Love,Legend - The Best Of Bob Marley And The Wailers,Bob Marley & The Wailers,2002-01-01,230733,64,0.775,0.108,0.775,0.559,0.0,0.0945,-8.377,0.088,122.229,4
98,"No Woman, No Cry - Live At The Lyceum, London/1975",Legend - The Best Of Bob Marley And The Wailers,Bob Marley & The Wailers,2002-01-01,428360,63,0.641,0.276,0.641,0.657,0.0261,0.713,-9.354,0.0604,78.132,4
99,Could You Be Loved,Legend - The Best Of Bob Marley And The Wailers,Bob Marley & The Wailers,2002-01-01,237133,63,0.913,0.372,0.913,0.724,0.000201,0.0824,-8.527,0.105,103.33,4
