,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
84,La Mujer del Pelotero,La Mujer del Pelotero,Baby Lores,2011-08-10,228746,46,0.686,0.0417,0.686,0.925,0.0,0.231,-4.561,0.0599,152.101,4
85,"Follow the Leader ""Sigue al lider""",Dance Total,Various Artists,2010-08-16,245133,42,0.789,0.000256,0.789,0.894,7.04e-05,0.983,-7.066,0.0491,142.934,4
86,Todos los días sale el sol,Todos los días sale el sol,Bongo Botrako,2010-10-31,146337,57,0.589,0.0299,0.589,0.91,0.0,0.02,-3.68,0.211,191.928,4
87,Ella Me Levanto,El Cartel: The Big Boss,Daddy Yankee,2007-06-05,209493,71,0.76,0.0743,0.76,0.899,0.0,0.212,-4.744,0.0677,100.046,4
88,Menea Tu Chapa,KlK Llego El Tipo the Album,Wilo D New,2014-02-05,175333,54,0.873,0.0798,0.873,0.924,0.44,0.0393,-1.781,0.0539,129.99,4
89,Atrévete-Te-Te,Calle 13 (Explicit Version),Calle 13,2005,239306,72,0.829,0.0959,0.829,0.878,0.0,0.776,-5.951,0.101,87.991,4
90,Dile,The Last Don,Don Omar,2003-01-01,204600,75,0.817,0.184,0.817,0.714,0.000132,0.042,-7.501,0.141,94.001,4
91,Gasolina,Barrio Fino (Bonus Track Version),Daddy Yankee,2004-07-13,192600,77,0.857,0.332,0.857,0.801,1.2e-06,0.0789,-6.499,0.0618,96.009,4
92,Sexy Movimiento,"Wisin Vs Yandel ""Los Extraterrestres""",Wisin & Yandel,2007-01-01,209680,68,0.815,0.382,0.815,0.757,3.28e-06,0.147,-6.16,0.039,104.986,4
93,Pobre Diabla,200% Reguetón,Various Artists,2020-12-11,255680,54,0.741,0.217,0.741,0.787,0.0179,0.0835,-6.228,0.0525,91.993,4
94,Rompe,La Casa del Perreo,Various Artists,2021-02-05,189040,18,0.687,0.0358,0.687,0.806,5.83e-06,0.0569,-6.019,0.0549,176.064,4
95,Llamado de Emergencia,Talento de Barrio,Daddy Yankee,2008-08-12,239920,70,0.699,0.217,0.699,0.91,2.66e-06,0.146,-4.405,0.036,97.971,4
96,Danza Kuduro,Fast Five (Original Motion Picture Soundtrack),Various Artists,2011-01-01,198386,64,0.701,0.0866,0.701,0.896,0.0,0.0572,-6.459,0.0814,130.067,4
97,Pasame La Botella,Sopa de Letras,Various Artists,2019-12-01,181577,61,0.695,0.103,0.695,0.806,1.2e-06,0.0644,-5.064,0.0409,118.025,4
98,Una Vaina Loca,Una Vaina Loca,Fuego,2011-11-02,188238,71,0.8,0.19,0.8,0.669,2.35e-05,0.0609,-12.898,0.0546,117.015,4
99,¿Qué Tengo Que Hacer?,Talento de Barrio,Daddy Yankee,2008-08-12,218506,66,0.76,0.0758,0.76,0.893,8.21e-05,0.321,-3.913,0.0639,107.994,4
